1619979929,EMERGENCY MEDICAL CARE LLC,PO BOX 790129,DEPT EC,SAINT LOUIS,MO,631790129,8009686866,Emergency Medicine,,,,,,,,,,,,,,
1508868852,FATHER DUNNE'S NEWSBOYS HOME AND PROTECTORATE,853 DUNN RD,,FLORISSANT,MO,630318203,3148370513,Residential Treatment Facility - Emotionally Disturbed Children,,,,,,,,,,,,,,
1346242484,HOWARD COUNTY COMMISSION,600 W MORRISON ST,STE 7,FAYETTE,MO,652481075,6602483100,Public Health or Welfare,,,,,,,,,,,,,,
1467454645,DR. GARY C. KITTO AND ASSOCIATES,100 S LIMIT AVE,,SEDALIA,MO,653013655,6608267909,Counselor,,,,,,,,,,,,,,
1386646537,ADVANCED ORTHOTICS AND PROSTHETICS,2530 S MAIDEN LN,,JOPLIN,MO,648040349,4176270999,Prosthetic/Orthotic Supplier,,,,,,,,,,,,,,
1528060704,CMMP SURGICAL CENTER LLC,1705 CHRISTY DR,STE 100,JEFFERSON CITY,MO,651015195,5736357022,Ambulatory Surgical,,,,,,,,,,,,,,
1407858673,THE RETINA INSTITUTE LLC,1600 S BRENTWOOD BLVD,STE 800,SAINT LOUIS,MO,631441317,3143671181,Ophthalmology,,,,,,,,,,,,,,
1366444531,ESSENT HEEALTHCARE OF MISSOURI INC.,500 MEDICAL DR,,WENTZVILLE,MO,633853421,6363271000,General Acute Care Hospital,,,,,,,,,,,,,,
1770587040,JOHN KNOX VILLAGE,400 NW MURRAY ROAD,,LEES SUMMIT,MO,640811499,8163472030,Home Health,,,,,,,,,,,,,,
1881698165,LUTHER MANOR ASSOCIATION,3170 HIGHWAY 61,,HANNIBAL,MO,634016571,5732215533,Skilled Nursing Facility,,,,,,,,,,,,,,
1760486781,M.D. PHARMACY INC,8500 DELMAR BLVD,,SAINT LOUIS,MO,631242111,3149911111,Community/Retail Pharmacy,,,,,,,,,,,,,,
1649274606,HARRISON COUNTY COMMUNITY HOSPITAL DISTRICT,2600 MILLER ST,,BETHANY,MO,644242701,6604252211,Home Health,Nursing Care,,,,,,,,,,,,,
1730183716,SETON CENTER FAMILY AND HEALTH SERVICES,2816 E 23RD ST,,KANSAS CITY,MO,641274002,8162313955,General Practice,,,,,,,,,,,,,,
1396749206,MEDSERV AMT,PO BOX 170,,PLATTE CITY,MO,640790170,8169034314,Air Transport,,,,,,,,,,,,,,
1386648293,LIFEFLIGHT EAGLE,500 NW RICHARDS ROAD,,KANSAS CITY,MO,64116,8162839710,Air Transport,,,,,,,,,,,,,,
1487658340,OZARKS MEDICAL CENTER,114 E MAIN ST,,WEST PLAINS,MO,657753556,4172563133,Hospice Care - Community Based,,,,,,,,,,,,,,
1861496531,HOWARD COUNTY HOME HEALTH AND HOSPICE,101 FURR STREET,,FAYETTE,MO,652481069,6602482100,Home Health,,,,,,,,,,,,,,
1235133919,WESTLAKE COMMUNITY MEDICAL DEVELOPMENT BOARD,PO BOX 1519,,LAURIE,MO,650381519,5733745800,Primary Care,,,,,,,,,,,,,,
1609870310,EXCELSIOR SPRINGS CITY HOSPITAL,1700 RAINBOW BLVD,,EXCELSIOR SPRINGS,MO,640241182,8166306081,Critical Access,,,,,,,,,,,,,,
1790789451,ST. MARY'S HOSPITAL,PO BOX 503861,,SAINT LOUIS,MO,631500001,6184368000,Rural Health,,,,,,,,,,,,,,
1568466191,LEXINGTON VOLUNTEER EMERGENCY MEDICAL SERVICES,PO BOX 170,,PLATTE CITY,MO,640790170,8164315791,Ambulance,,,,,,,,,,,,,,
1972507523,COMMUNITY HOSPITAL ASSOCIATION,102 S 6TH STREET,,TARKIO,MO,644911513,6607364193,Family Medicine,,,,,,,,,,,,,,
1609870195,PUTNAM COUNTY MEMORIAL HOSPITAL,1926 OAK ST,PO BOX 389,UNIONVILLE,MO,635651180,6609472411,Critical Access,,,,,,,,,,,,,,
1790789204,DUTCHTOWN CARE CENTER INC,3421 GASCONADE ST,,SAINT LOUIS,MO,631184201,3148324700,Skilled Nursing Facility,,,,,,,,,,,,,,
1568466076,KJD INCORPORATED,5500 S BROADWAY,,SAINT LOUIS,MO,631112025,3143535900,Assisted Living Facility,Skilled Nursing Facility,,,,,,,,,,,,,
1275537714,SAC OSAGE HOME HEALTH CARE INC,1780 E HIGHWAY 54,,EL DORADO SPRINGS,MO,647448169,4178765225,Home Health,,,,,,,,,,,,,,
1730183120,COLORECTAL SURGERY ASSOCIATES PC,6060 N OAK TRFY,SUITE 101,GLADSTONE,MO,641185130,8169410800,Colon & Rectal Surgery,,,,,,,,,,,,,,
1154325561,VISITING NURSE ASSOCIATION HOSPICE CARE,9450 MANCHESTER RD,STE 206,SAINT LOUIS,MO,631191452,3149187171,Hospice Care - Community Based,,,,,,,,,,,,,,
1477558773,WELLNESS LIFE SYSTEMS LLC,1 DESIGN DR,,N KANSAS CITY,MO,641163096,8162686800,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
1134124241,PARKLANE CARE AND REHABILITATION CENTER INC,401 MAR LE DR,,WENTZVILLE,MO,633851647,6363329580,Skilled Nursing Facility,,,,,,,,,,,,,,
1174528293,JONES DRUG STORE INC,125 COURT ST,,JACKSON,MO,637551807,5732433524,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
1831194703,DON PETERSON DRUG CO,705 MAIN ST,,CASSVILLE,MO,656251421,4178472315,Pharmacy,,,,,,,,,,,,,,
1053316091,SERENITY HOSPICECARE,PO BOX 1000,5272 FLAT RIVER RD MINERAL AREA COLLEGE,PARK HILLS,MO,636011000,5734310162,Hospice Care - Community Based,,,,,,,,,,,,,,
1700881851,VISIONARY IMAGING LLC,6245 LEMAY FERRY RD,,SAINT LOUIS,MO,631292805,8003541088,Diagnostic Radiology,,,,,,,,,,,,,,
1811992951,EMERGENCY PHYSICIANS OF MID MISSOURI PC,1705 N STADIUM BLVD,SUITE B,COLUMBIA,MO,652021305,5734457272,Emergency Medicine,,,,,,,,,,,,,,
1548265697,LAKES REGION IMAGING LLC,152 LEMAY FERRY RD,STE 201,SAINT LOUIS,MO,631251254,8003541088,Diagnostic Radiology,,,,,,,,,,,,,,
1407851561,MOBILITY FIRST INC,13901 E 42ND TER S,,INDEPENDENCE,MO,640554787,8163507600,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
1710982699,NORTHEAST MISSOURI AMBULATORY SURGERY CENTER LLC,PO BOX 511,,HANNIBAL,MO,634010511,5734061301,Ambulatory Surgical,,,,,,,,,,,,,,
1487659140,MEDICAL IMAGING ASSOCIATES OF MEXICO MO,201 E MONROE ST,SUITE 202,MEXICO,MO,652652852,8003541088,Diagnostic Radiology,,,,,,,,,,,,,,
1104821867,NEVADA MEDICAL CLINIC L.L.C.,900 S ADAMS ST,,NEVADA,MO,647723210,4176676015,Family Medicine,Rural Health,,,,,,,,,,,,,
1205831013,CARROLL COUNTY MEMORIAL HOSPITAL,1407 N JEFFERSON ST,,CARROLLTON,MO,646331945,6605423301,Home Health,,,,,,,,,,,,,,
1679578413,CHILD CENTER OF OUR LADY,7900 NATURAL BRIDGE RD,,SAINT LOUIS,MO,631214628,3143830200,Residential Treatment Facility - Emotionally Disturbed Children,,,,,,,,,,,,,,
1285639039,SSM DIVERSIFIED CORPORATION,10143 PAGET DR,,SAINT LOUIS,MO,631322915,8887056060,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
1396740015,DEWEY L. DEAN MD PHD PSC,PO BOX 22408,,SAINT LOUIS,MO,631260408,2703660755,Anatomic Pathology & Clinical Pathology,,,,,,,,,,,,,,
1528063138,SWEET SPRINGS AMBULANCE DISTRICT,211 W RAY ST,,SWEET SPRINGS,MO,653511352,6603354852,Land Transport,,,,,,,,,,,,,,
1548265176,JOHNSON COUNTY COMMUNITY HEALTH SERVICES,723 PCA RD,,WARRENSBURG,MO,640937913,6607476121,Home Health,,,,,,,,,,,,,,
1447256987,PLUNKETT FAMILY CARE CENTER LLC,2480 THREE RIVERS BLVD,,POPLAR BLUFF,MO,639012318,5736865564,Family Medicine,Rural Health,Family,,,,,,,,,,,,
1871598391,SIKESTON URGENT CARE PC,918 S KINGSHIGHWAY ST,,SIKESTON,MO,638014416,5734718500,Rural Health,,,,,,,,,,,,,,
1659376176,GRAND RIVER REGIONAL AMBULANCE DISTRICT,130 W 1ST ST,,STANBERRY,MO,644891161,6607832430,Land Transport,,,,,,,,,,,,,,
1790781136,SULLIVAN COUNTY AMBULANCE DISTRICT,113 S LEEWOOD DR,# 1,MILAN,MO,635561100,6602653553,Land Transport,,,,,,,,,,,,,,
1942206354,ST. LOUIS PHARMACEUTICAL SERVICES LLC,12855 N 40 DR,,SAINT LOUIS,MO,631418635,3145235500,Pharmacy,,,,,,,,,,,,,,
1578569802,SCHUYLER COUNTY AMBULANCE DISTRICT,RR 3 BOX 10,,LANCASTER,MO,635489403,6604573608,Land Transport,,,,,,,,,,,,,,
1740286004,RIVERWAYS HOME CARE OF OZARKS MEDICAL CENTER,114 EAST MAIN,,WEST PLAINS,MO,65775,4172563133,Home Health,,,,,,,,,,,,,,
1407852643,CASS MEDICAL CENTER HOME HEALTH AGENCY,1604 E ELM ST,,HARRISONVILLE,MO,647012024,8168870718,Home Health,,,,,,,,,,,,,,
1962408187,POPLAR BLUFF REGIONAL MEDICAL CENTER INC,2620 N WESTWOOD BLVD,,POPLAR BLUFF,MO,639013396,5736868144,Home Health,,,,,,,,,,,,,,
1003812355,SCOTLAND COUNTY HEALTH DEPARTMENT & HOME HEALTH AGENCY,450B E. SIGLER AVE.,,MEMPHIS,MO,635551727,6604657275,Home Health,,,,,,,,,,,,,,
1720084924,JIM VERHOFF AND ASSOCIATES,1811 MARTIN SPRINGS DR,SUITE C,ROLLA,MO,654012954,5733648480,Prosthetic/Orthotic Supplier,,,,,,,,,,,,,,
1154327187,MENNONITE HOME ASSOCIATION INC.,2500 PLEASANT ST,,HANNIBAL,MO,634012600,5732216000,Skilled Nursing Facility,,,,,,,,,,,,,,
1093711095,NORTH JEFFERSON COUNTY AMBULANCE DISTRICT,2820 HORRELL LANE,,HIGH RIDGE,MO,63049,6366773399,Emergency Medical Technician - Paramedic,,,,,,,,,,,,,,
1346246212,CLAY COUNTY HEALTH DEPARTMENT,800 HAINES DR.,,LIBERTY,MO,64068,8165954208,Public Health or Welfare,,,,,,,,,,,,,,
1437155314,RUESCHHOFF PHYSICAL THERAPY INC,1050 OLD DES PERES RD,SUITE 40,SAINT LOUIS,MO,631311873,3148210200,Physical Therapist,Occupational Therapist,,,,,,,,,,,,,
1992701700,SUSAN S JOHNSON MD AND BRIAN L JOHNSON MD PC,4700 FORUM BLVD,,COLUMBIA,MO,652035654,5734494936,Internal Medicine,,,,,,,,,,,,,,
1073519898,NEPHROLOGY AND HYPERTENSION ASSOCIATES,4700 FORUM BLVD,,COLUMBIA,MO,652035654,5734494936,Nephrology,,,,,,,,,,,,,,
1063419620,LINCOLN COUNTY AMB DIST,PO BOX 157,,TROY,MO,633790157,6365288488,Land Transport,,,,,,,,,,,,,,
1114924768,SGOH ACQUISITION INC,2828 N NATIONAL AVE,,SPRINGFIELD,MO,658034306,4178374000,Clinic/Center,General Acute Care Hospital,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,
1184621799,CITY OF ST CHARLES,200 N SECOND ST,,ST CHARLES,MO,63301,6369493571,Land Transport,,,,,,,,,,,,,,
1982601506,SOMNITECH INC,PO BOX 419380,DEPT 701,KANSAS CITY,MO,641416380,9137443533,Sleep Disorder Diagnostic,,,,,,,,,,,,,,
1093712549,LIVING COMMUNITY OF ST. JOSEPH,1202 HEARTLAND RD,,SAINT JOSEPH,MO,645063200,8166718500,Skilled Nursing Facility,,,,,,,,,,,,,,
1700883253,VALLE AMBULANCE DISTRICT,12363 STATE ROUTE 21,,DESOTO,MO,63020,6365862132,Ambulance,Land Transport,,,,,,,,,,,,,
1477550937,DEKALB CLINTON AMBULANCE DISTRICT NO 1,261 SE OFFUTT RD,PO BOX 501,MAYSVILLE,MO,644699149,8166693642,Land Transport,,,,,,,,,,,,,,
1023015468,SOUTHERN CROSS MEDICAL SERVICES INC,PO BOX 326,,CAPE GIRARDEAU,MO,637020326,5733397185,Anesthesiology,,,,,,,,,,,,,,
1386641819,TENDA GROUP,312 SOLLEY DR,,BALLWIN,MO,630215248,6363943000,Nursing Facility/Intermediate Care Facility,,,,,,,,,,,,,,
1396742847,HERMANN AREA AMBULANCE DISTRICT,510 W 16TH ST,,HERMANN,MO,650411502,5734863330,,,,,,,,,,,,,,,
1154328631,COMMUNITY IN-HOME SERVICES,312 SOLLEY DR,REAR,BALLWIN,MO,630215248,6363943000,Home Health,,,,,,,,,,,,,,
1629075015,HOMEHEALTH OF HARRISON COUNTY HOSPITAL,2600 MILLER ST,,BETHANY,MO,644242701,,Home Health,,,,,,,,,,,,,,
1417954769,ST. FRANCIS FAMILY HEALTH CARE,114 E SOUTH HILLS DR,,MARYVILLE,MO,644682659,6605262525,Pediatrics,,,,,,,,,,,,,,
1144227422,CEDARCROFT HEALTH SERVICES INC,110 HIGHLAND AVE,,VALLEY PARK,MO,630881422,6362255144,Skilled Nursing Facility,,,,,,,,,,,,,,
1225035413,PLEASANT HILL AMBULANCE DISTRICT,305 PINE ST,,PLEASANT HILL,MO,640801658,8165409108,Land Transport,,,,,,,,,,,,,,
1447257654,ALLERGY CARE SPECIALISTS INC,10004 KENNERLY RD,#180 B,SAINT LOUIS,MO,631282141,3148425252,Allergy,,,,,,,,,,,,,,
1194722058,VALLEY PAIN CARE CENTERS LTD,PO BOX 1547,,SEDALIA,MO,653021547,6608265960,Pain Medicine,,,,,,,,,,,,,,
1679570477,JUST FOR YOU,827 SOUTH HWY 13,,LEXINGTON,MO,64067,6602592031,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
1154328979,MAX MOBILITY INC,1345 QUEENS CT,SUITE A,ST PETERS,MO,633767356,6364415500,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
1023016714,HANNIBAL ANESTHESIA ASSOCIATES LLC,PO BOX 511,,HANNIBAL,MO,634010511,5734061301,Anesthesiology,,,,,,,,,,,,,,
1841297645,ST CLAIR NURSING LLC,1035 PLAZA CT N,,SAINT CLAIR,MO,630771129,6366292100,Skilled Nursing Facility,,,,,,,,,,,,,,
1134127897,MARIES OSAGE AMBULANCE DISTRICT,PO BOX 515,,VIENNA,MO,65582,5734226123,Ambulance,,,,,,,,,,,,,,
1770581431,CAPITAL REGION MEDICAL CENTER,1125 MADISON ST,,JEFFERSON CITY,MO,651015227,5736325750,Home Health,,,,,,,,,,,,,,
1184622730,MIDWEST EAR NOSE AND THROAT LLC,PO BOX 874480,,KANSAS CITY,MO,641870001,9137642737,Otolaryngology,,,,,,,,,,,,,,
1184622474,DRS MAYER & BENOIT PC,878 BELLVUE DR,,CLIMAX SPRINGS,MO,653242423,5733454400,Internal Medicine,,,,,,,,,,,,,,
1790783009,UNITED MEDICAL SERVICES INC.,PO BOX 326,,CAPE GIRARDEAU,MO,637020326,5733397185,Pain Medicine,,,,,,,,,,,,,,
1588662803,BOONSLICK MEDICAL GROUP INC,201 BJC SAINT PETERS DR,SUITE 100,SAINT PETERS,MO,633763091,6369168228,,,,,,,,,,,,,,,
1003814328,ADAIR COUNTY AMBULANCE DISTRICT,606 W POTTER AVE,,KIRKSVILLE,MO,635011168,6606650000,Land Transport,,,,,,,,,,,,,,
1003814203,PIKE COUNTY HEALTH DEPT HOME HEALTH,1 HEALTH CARE PLACE,,BOWLING GREEN,MO,633341643,5733242111,Home Health,,,,,,,,,,,,,,
1649278896,LA CLINICA- LATINO COMMUNITY HEALTH CENTERS,3646 FAIRVIEW AVE,,SAINT LOUIS,MO,631164747,3143527400,Health Service,,,,,,,,,,,,,,
1083612253,MBS ADVANTAGE INC,11618 GRAVOIS RD,,SAINT LOUIS,MO,631263014,3148421900,General Practice,Speech-Language Pathologist,,,,,,,,,,,,,
1811995830,ALPHAPOINTE,7501 PROSPECT AVE,,KANSAS CITY,MO,641322103,8164215848,Optometrist,Occupational Therapist,,,,,,,,,,,,,
1386642312,MONROE CITY AMBULANCE DISTRICT,225 5TH ST,,MONROE CITY,MO,634561341,5737354112,Emergency Medical Technician - Paramedic,,,,,,,,,,,,,,
1568460426,CURATORS OF THE UNIVERSITY OF MISSOURI,PO BOX 7538,,COLUMBIA,MO,652057538,5738823757,Clinical,,,,,,,,,,,,,,
1679571590,THEODOSIA MEDICAL CENTER,516 IOWA COLONY RD,,HOLLISTER,MO,656725270,4172390079,Family Medicine,,,,,,,,,,,,,,
1639177561,SALEM MEMORIAL HOSPITAL,PO BOX 774,,SALEM,MO,655600774,5737296626,Critical Access,,,,,,,,,,,,,,
1295733103,INSTITUTE FOR BEAUTY AND WOMEN'S HEALTH LLC,590 W PACIFIC,,BRANSON,MO,65616,4173352080,Clinical,Family Medicine,Obstetrics & Gynecology,,,,,,,,,,,,
1801894720,WOMEN'S HEALTH & MEDICAL SURGICAL SERVICES,545 N BUS US HWY 65,STE. 504,BRANSON,MO,656164500,4173352080,Family Medicine,,,,,,,,,,,,,,
1710986526,MIDWEST THERAPY,12166 OLD BIG BEND RD,SUITE 110,SAINT LOUIS,MO,631226844,3148351549,Customized Equipment,,,,,,,,,,,,,,
1689673493,MIDWEST STONE INSTITUTE,12166 OLD BIG BEND RD,SUITE 110,SAINT LOUIS,MO,631226844,3148351549,Customized Equipment,,,,,,,,,,,,,,
1821096611,INTEGRITY HOME CARE INC.,2960 N EASTGATE AVE,,SPRINGFIELD,MO,658035746,4178899773,Home Health,,,,,,,,,,,,,,
1538167333,JMH DIVISIFIED HEALTHCARE,PO BOX 279,,FESTUS,MO,630280279,6369335730,Land Transport,,,,,,,,,,,,,,
1568460368,ESB MEDICAL LLC,6651 CHIPPEWA ST,SUITE 219,SAINT LOUIS,MO,631092538,3146460980,Oxygen Equipment & Supplies,,,,,,,,,,,,,,
1194724880,BUTLER DRUG STORE INC,222 E MAIN ST,,PORTAGEVILLE,MO,638731614,5733795469,Pharmacy,,,,,,,,,,,,,,
1598764110,COLLEGE SKYLINE CENTER LLC,1230 N DUQUESNE RD,,JOPLIN,MO,648011509,4177821443,Clinic/Center,,,,,,,,,,,,,,
1437158060,CLARENCE NURSING HOME DISTRICT,111 EAST ST,,CLARENCE,MO,634371902,6606992118,Skilled Nursing Facility,,,,,,,,,,,,,,
1407855158,FAMILY HEALTH CENTER OF BOONE COUNTY,1001 W WORLEY ST,,COLUMBIA,MO,652032037,5738866711,Federally Qualified Health Center (FQHC),,,,,,,,,,,,,,
1164421640,IMAGE CHOICES INCORPORATED,13140 TESSON FERRY RD,,SAINT LOUIS,MO,631283806,3148499599,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
1265431670,AUBURN SURGERY CENTER INC.,PO BOX 70,,CAPE GIRARDEAU,MO,637020070,5733327881,Clinic/Center,Ambulatory Surgical,,,,,,,,,,,,,
1750380044,TANEY COUNTY AMBULANCE DISTRICT,PO BOX 460,,BRANSON,MO,656150460,4173346586,Land Transport,,,,,,,,,,,,,,
1003815333,HOWARD COUNTY AMBULANCE DISTRICT,100 S WILLIAMS ST,,FAYETTE,MO,652481086,6602482229,Ambulance,,,,,,,,,,,,,,
1790784171,MIDWEST PHYSICIANS & SURGEONS PC,PO BOX 70,,CAPE GIRARDEAU,MO,637020070,5736514488,Plastic and Reconstructive Surgery,,,,,,,,,,,,,,
1699774893,GATES HOSPITALISTS LLC,PO BOX 256,,LIBERTY,MO,640690256,9132489693,Internal Medicine,,,,,,,,,,,,,,
1346249604,ST. MARY'S SURGICAL CENTER LLC,203 NW R D MIZE RD,STE 218,BLUE SPRINGS,MO,640142510,8168744181,,,,,,,,,,,,,,,
1831198027,CLINICAL CARDIOVASCULAR ASSOCIATES PA,PO BOX 8650,,KANSAS CITY,MO,641140650,9133817117,Cardiovascular Disease,,,,,,,,,,,,,,
1932108974,SOUTHEAST MISSOURI HEALTH NETWORK,311 MAIN ST,PO BOX 400,NEW MADRID,MO,638691942,5737482592,Federally Qualified Health Center (FQHC),,,,,,,,,,,,,,
1154321040,CHARITON COUNTY AMBULANCE DISTRICT,212 SOUTH WEBER AVE.,,SALISBURY,MO,65281,,Emergency Medical Technician - Paramedic,,,,,,,,,,,,,,
1881694685,SOUTHEAST HEALTH CENTER OF RIPLEY COUNTY,109 PLUM ST,,DONIPHAN,MO,639351277,5739962141,Rural Health,,,,,,,,,,,,,,
1194725804,ELDON DRUG COMPANY,101 S MAPLE ST,,ELDON,MO,650261850,5733924588,Durable Medical Equipment & Medical Supplies,Pharmacy,,,,,,,,,,,,,
1417957150,CAPE NEUROSURGICAL ASSOCIATES PC,150 S MOUNT AUBURN RD,SUITE 320,CAPE GIRARDEAU,MO,637034910,5733390900,Medical Specialty,,,,,,,,,,,,,,
1255331005,SAMARITAN COUNSELING CENTER INC.,902 EDMOND ST,STE 203,SAINT JOSEPH,MO,645012702,8163644300,Pastoral,Professional,Psychologist,Clinical,Psychiatry,Child & Adolescent Psychiatry,Psychiatric/Mental Health,,,,,,,,
1356341077,MARY QUEEN AND MOTHER ASSOCIATION,7601 WATSON RD,,SAINT LOUIS,MO,631195001,3149618000,Skilled Nursing Facility,,,,,,,,,,,,,,
1922008580,SHARAD P. PARIKH M.D.,11905 W FLORISSANT AVE,SUITE 100,FLORISSANT,MO,630336778,3149720100,Family Medicine,,,,,,,,,,,,,,
1861492563,BARRY-LAWRENCE COUNTY AMBULANCE DISTRICT,PO BOX 384,307 DAIRY STREET,MONETT,MO,657080384,4172353102,Land Transport,,,,,,,,,,,,,,
1275533853,PSYCH CARE CONSULTANTS LLC,5000 CEDAR PLAZA PKWY,SUITE 350,SAINT LOUIS,MO,631283854,3148434333,Mental Health,Psychologist,Clinical,Psychiatric/Mental Health,Psychiatry,,,,,,,,,,
1558361089,TIERRA ALTA ANESTHESIA,209 S MAIN ST,,POPLAR BLUFF,MO,639015831,5736865550,Nurse Anesthetist - Certified Registered,,,,,,,,,,,,,,
1811997281,CAMERON AMBULANCE DISTRICT,PO BOX 67,,CAMERON,MO,644290067,8166326377,Land Transport,,,,,,,,,,,,,,
1255331211,ACADEMIC MEDICINE,800 W JEFFERSON ST,,KIRKSVILLE,MO,635011443,6606262235,Specialist,Cardiovascular Disease,,,,,,,,,,,,,
1205837218,PIKE COUNTY MEMORIAL HOSPITAL,2305 W. GEORGIA ST,,LOUISIANA,MO,633532559,5737545531,Critical Access,,,,,,,,,,,,,,
1508867508,FAMILY CARE HEALTH CENTERS,401 HOLLY HILLS AVE,,SAINT LOUIS,MO,631112410,3144811615,Clinic/Center,,,,,,,,,,,,,,
1952302788,WILLOW HEALTH CARE INC,2646 STATE ROUTE 76,PO BOX 309,WILLOW SPRINGS,MO,657938254,4174693152,Skilled Nursing Facility,,,,,,,,,,,,,,
1558362327,VAN FAR AMBULANCE DISTRICT,114 E PARK ST,,VANDALIA,MO,633821813,5735942112,Land Transport,,,,,,,,,,,,,,
1497756167,LAFAYETTE COUNTY HEALTH DEPARTMENT,547 S. BUSINESS HWY. 13,,LEXINGTON,MO,640671437,6602594371,Public Health or Welfare,,,,,,,,,,,,,,
1518968296,LORNA TURNAGE,203 E 3RD ST,,PORTAGEVILLE,MO,638731401,5733792100,Family Medicine,Rural Health,,,,,,,,,,,,,
1962403592,JOHNSTON DRUG INC,PO BOX 96,,CLARENCE,MO,634370096,6606992432,Pharmacy,Community/Retail Pharmacy,Compounding Pharmacy,,,,,,,,,,,,
1356342695,MALIK CORPORATION,2732 BLOOMFIELD RD,,CAPE GIRARDEAU,MO,637036302,5733353044,Skilled Nursing Facility,,,,,,,,,,,,,,
1346241593,MEDICAL EMERGENCY ASSOCIATES L.L.C.,PO BOX 414965,,KANSAS CITY,MO,641414965,9132341350,Emergency Medicine,,,,,,,,,,,,,,
1528069101,GREAT PLAINS HOSPITAL INC,1500 W ASHLAND ST,,NEVADA,MO,647721710,4176672666,Psychiatric Hospital,,,,,,,,,,,,,,
1558362087,LACOBA HOMES INC,PO BOX 885,,MONETT,MO,657080885,4172357895,Skilled Nursing Facility,,,,,,,,,,,,,,
1588665020,RESOURCE CENTER FOR GYNECOLOGIC ONCOLOGY L.L.C.,PO BOX 801606,,KANSAS CITY,MO,641800001,9132341350,Gynecologic Oncology,,,,,,,,,,,,,,
1134120454,DES PERES SQUARE IMAGING CENTER LLC,1050 OLD DES PERES RD,SUITE 100,SAINT LOUIS,MO,631311873,3145692412,Magnetic Resonance Imaging (MRI),,,,,,,,,,,,,,
1225039555,PULASKI COUNTY HEALTH DEPARTMENT,101 12TH ST,,CROCKER,MO,654529203,5737362219,Home Health,,,,,,,,,,,,,,
