1023012044,UCH PHARMACEUTICAL SERVICES INC,715 S BALDWIN AVE,,MARION,IN,469531375,7656646100,Pharmacy,Community/Retail Pharmacy,,,,,,,,,,,,,
1598769564,TOWN OF SCHERERVILLE,10 E JOLIET ST,,SCHERERVILLE,IN,463752011,2193222599,Land Transport,,,,,,,,,,,,,,
1497759260,SULLIVAN COUNTY COMMUNITY HOSPITAL,PO BOX 10,2200 N. SECTION STREET,SULLIVAN,IN,478820010,8122684311,Critical Access,,,,,,,,,,,,,,
1679577357,JOHNSON MEMORIAL HOSPITAL,PO BOX 314,,FRANKLIN,IN,461310314,3173466176,Specialist,,,,,,,,,,,,,,
1225032881,GOOD SAMARITAN HOSPITAL,520 S 7TH ST,,VINCENNES,IN,475911038,8128825220,General Acute Care Hospital,,,,,,,,,,,,,,
1821092347,ADAMS COUNTY MEMORIAL HOSPITAL,PO BOX 151,1100 MERCER AVENUE,DECATUR,IN,46733,2607242145,Skilled Nursing Facility,,,,,,,,,,,,,,
1790789139,TERRE HAUTE HOME HEALTH CARE PRODUCTS INC,4411 S 7TH ST,,TERRE HAUTE,IN,478024359,8122346084,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
1023013455,HANCOCK REGIONAL HOSPITAL,203 W FRANCISCAN DR,,CROWN POINT,IN,463074802,2196615100,Skilled Nursing Facility,,,,,,,,,,,,,,
1154325579,CITY OF CARMEL,2 CIVIC SQ,,CARMEL,IN,460322584,3175712605,Land Transport,,,,,,,,,,,,,,
1699779017,PERRY COUNTY MEMORIAL HOSPITAL,8885 SR 237,,TELL CITY,IN,475862750,8125477011,Critical Access,,,,,,,,,,,,,,
1659375079,PEDIATRIC ASSOCIATES INC,7910 W JEFFERSON BLVD,STE 201,FORT WAYNE,IN,468044159,2604363789,Pediatrics,,,,,,,,,,,,,,
1033114418,DEKALB MEMORIAL HOSPITAL INC,1316 E 7TH ST,,AUBURN,IN,467062538,2609258699,Home Health,,,,,,,,,,,,,,
1447255856,INDIANA HOMECARE NETWORK LLC,1932 E 53RD ST,,ANDERSON,IN,460132832,7656404500,Home Health,,,,,,,,,,,,,,
1144225491,FRANCISCAN HEALTH DYER & HAMMOND,5454 HOHMAN AVE,,HAMMOND,IN,463201931,2199336663,Home Health,,,,,,,,,,,,,,
1356346530,COMMUNITY PATHOLOGY & NUCLEAR MEDICINE PC,PO BOX 563,,ANDERSON,IN,460150563,7656401307,Anatomic Pathology & Clinical Pathology,,,,,,,,,,,,,,
1922003847,ACTIVE LIFE CHIROPRACTIC CLINIC,920 LOGAN ST,STE 101,NOBLESVILLE,IN,460602225,3177763313,Chiropractor,,,,,,,,,,,,,,
1588669667,IMA INC LABORATORY,PO BOX 550,,BLOOMINGTON,IN,474020550,8123313406,Clinical Medical Laboratory,,,,,,,,,,,,,,
1639174766,DANIEL P. AKIN M.D. FACS INC,2019 STATE ST,,NEW ALBANY,IN,471504921,8129453557,Medical Specialty,,,,,,,,,,,,,,
1487659520,WELLSTONE REGIONAL HOSPITAL,2700 VISSING PARK RD.,,JEFFERSONVILLE,IN,471305989,8122848000,Psychiatric Hospital,,,,,,,,,,,,,,
1700881703,HOPE HOSPICE INC,PO BOX 621,,ROCHESTER,IN,469750621,5742244673,Hospice Care - Community Based,,,,,,,,,,,,,,
1164427084,ST. MARGARET MERCY HEALTHCARE CENTER,5454 HOHMAN AVE,,HAMMOND,IN,463201931,8003532961,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
1477558146,PERRY COUNTY MEMORIAL HOSPITAL COMPANION CARE,8885 SR 237,,TELL CITY,IN,475862750,8125477011,Home Health,,,,,,,,,,,,,,
1891790564,HOOSIER UPLANDS ECONOMIC DEVELOPMENT CORPORATION,500 W. MAIN STREET,,MITCHELL,IN,474461411,8128494447,Home Health,,,,,,,,,,,,,,
1831194588,MED-SHOPPE PHARMACY INC,PO BOX 966,,BEDFORD,IN,474210966,8122755949,Pharmacy,Community/Retail Pharmacy,,,,,,,,,,,,,
1265437818,NORTHLAKE INTERNATIONAL MEDICAL LABORATORY,234 W 46TH AVE,,GARY,IN,464083908,2199851315,Clinical Medical Laboratory,,,,,,,,,,,,,,
1609871292,MCCARROLL MANAGEMENT CORPORATION,1316 N TIBBS AVE,,INDIANAPOLIS,IN,462223024,3176348330,Nursing Facility/Intermediate Care Facility,Skilled Nursing Facility,,,,,,,,,,,,,
1366447997,GARY SURGICAL SUPPLY,2030 45TH ST,,HIGHLAND,IN,463222388,2198361808,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
1447255948,FRANCISCAN HOME CARE SERVICES INC,203 FRANCISCAN DR,,CROWN POINT,IN,463074802,2196615300,Home Health,,,,,,,,,,,,,,
1497751978,HOME SERVICES UNLIMITED INC.,7750 N MICHIGAN RD,,INDIANAPOLIS,IN,462682324,3174710760,Home Health,,,,,,,,,,,,,,
1437155934,SLEEPWELL PARTNER LLC,615 W CARMEL DR,SUITE 100,CARMEL,IN,460325504,3177061080,Sleep Disorder Diagnostic,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,
1386640886,MAJOR HOSPITAL,3150 N 7TH ST,,TERRE HAUTE,IN,478041034,8124665217,Skilled Nursing Facility,,,,,,,,,,,,,,
1174529499,KOKOMO FIRE DEPARTMENT,215 W SUPERIOR ST,,KOKOMO,IN,469014637,7654562039,Land Transport,,,,,,,,,,,,,,
1669478897,HARVEY'S HOME HEALTHCARE,705 S BALDWIN AVE,,MARION,IN,469531375,7656510804,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
1710983945,INDIANA UNIVERSITY HEALTH WHITE MEMORIAL HOSPITAL INC,950 N MERIDIAN ST,SUITE 800,INDIANAPOLIS,IN,462041077,3179621093,Critical Access,,,,,,,,,,,,,,
1700882909,SOUTHWESTERN EMERG. MED. SERV. INC.,PO BOX 83,,JASONVILLE,IN,474380083,8126652358,Ambulance,,,,,,,,,,,,,,
1780680942,PARKVIEW HOSPITAL INC.,PO BOX 5600,,FORT WAYNE,IN,468955600,2603737008,Home Infusion,,,,,,,,,,,,,,
1144226143,REHABILITATION INSTITUTE OF INDIANAPOLIS INC.,2437 N MERIDIAN ST,,INDIANAPOLIS,IN,462085731,3179244505,Prosthetic/Orthotic Supplier,,,,,,,,,,,,,,
1659377596,AMBULANCE BILLING SERVICE,2809 W GODMAN AVE,STE 9,MUNCIE,IN,473044415,7652871015,Ambulance,,,,,,,,,,,,,,
1033115993,JAY COUNTY HOSPITAL,500 W VOTAW ST,,PORTLAND,IN,473711322,2607267131,Critical Access,,,,,,,,,,,,,,
1932105830,INDIANA HOME HEALTH CARE CORP.,3800 W GIFFORD RD,,BLOOMINGTON,IN,474032612,8123341857,Home Health,,,,,,,,,,,,,,
1689670309,CITY OF NEW ALBANY,316 E SPRING ST,,NEW ALBANY,IN,471503425,8129485311,Ambulance,Land Transport,,,,,,,,,,,,,
1679579288,ALLEN MEDICAL INC,PO BOX 255,,MONTICELLO,IN,479600255,,Oxygen Equipment & Supplies,,,,,,,,,,,,,,
1083610679,UTICA TOWNSHIP VOLUNTEER FIRE FIGHTERS ASSOCIATION,5820 UTICA PIKE,,JEFFERSONVILLE,IN,471308407,8122831791,Land Transport,Non-emergency Medical Transport (VAN),,,,,,,,,,,,,
1811994486,AMERICAN HEALTHCARE DYNAMIC,1033 E WALNUT ST,,EVANSVILLE,IN,477141039,8129620241,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
1538166988,K DONALD SHELBOURNE MD LLC,1815 N CAPITOL AVE,STE 530,INDIANAPOLIS,IN,462021288,3179248636,Orthopedic,,,,,,,,,,,,,,
1548267024,FORT WAYNE ENDOSCOPY CENTER LLC,3415 HOBSON RD,,FORT WAYNE,IN,468051617,2602669076,Endoscopy,,,,,,,,,,,,,,
1366449845,RED APPLE HEALTHCARE,1446 E 86TH PL,,MERRILLVILLE,IN,464106342,2197697777,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
1780681288,AMERICAN LIMB & ORTHOPEDIC CO,2930 MCKINLEY AVE,,SOUTH BEND,IN,466152739,5742873767,Prosthetic/Orthotic Supplier,,,,,,,,,,,,,,
1144227455,INDIANA UNIVERSITY MEDICAL CENTER,545 BARNHILL DR,EMERSON HALL ROOM 236,INDIANAPOLIS,IN,462025112,3172745407,Critical Access,,,,,,,,,,,,,,
1578560801,PREMIER HOME HEALTH LLC,504 N BRADNER AVE,,MARION,IN,469522477,7656620491,Home Health,,,,,,,,,,,,,,
1356348601,STEUBEN COUNTY AUDITOR,205 S MARTHA ST STE 100,,ANGOLA,IN,467031900,2606681000,Land Transport,,,,,,,,,,,,,,
1861499139,THREE RIVERS AMBULANCE AUTHORITY,PO BOX 11724,525 HAYDEN ST,FORT WAYNE,IN,468601724,2604206500,Land Transport,,,,,,,,,,,,,,
1124025457,PREMIER PROVIDERS INC DBA BRADNER VILLAGE HEALTH CARE CENTER,505 N BRADNER AVE,,MARION,IN,469522449,7656623981,Nursing Facility/Intermediate Care Facility,,,,,,,,,,,,,,
1508863846,NORTHERN INDIANA HEALTH CENTER,640 INDUSTRIAL PKWY,,ELKHART,IN,465165414,5745227203,Chiropractor,Family Medicine,Physical Therapist,Physician Assistant,,,,,,,,,,,
1073510244,BROADWAY FOOT CLINIC CORPORATION,3290 GRANT ST,SUITE 108,GARY,IN,464081015,2198847880,Podiatrist,,,,,,,,,,,,,,
1700883717,RIVERVIEW HOSPITAL,395 WESTFIELD RD,,NOBLESVILLE,IN,460601425,3177767363,General Acute Care Hospital,,,,,,,,,,,,,,
1073510178,CARDIOSOM LLC DBA MD SLEEP OF FT. WAYNE,615 W CARMEL DR,SUITE 100,CARMEL,IN,460322996,3177061080,Technician - Other,,,,,,,,,,,,,,
1063419026,MCDONALD PHYSICAL THERAPY,1005 N HICKORY RD,,SOUTH BEND,IN,466153723,5742335754,Clinic/Center,,,,,,,,,,,,,,
1093712887,DECATUR COUNTY PRIMARY CARE,PO BOX 620,,WESTPORT,IN,472830620,8125913452,Primary Care,,,,,,,,,,,,,,
1619975331,UNION HOSPITAL INC.,1606 N 7TH ST,,TERRE HAUTE,IN,478042706,8122387606,General Acute Care Hospital,,,,,,,,,,,,,,
1356348197,CENTRAL INDIANA EYE INSTITUTE PC,PO BOX 6550,,KOKOMO,IN,469046550,7654535696,Clinic/Center,,,,,,,,,,,,,,
1346247020,MARION PHYSICAL THERAPY CENTER IND.,119 S WASHINGTON ST,SUITE B,MARION,IN,469523805,7656629905,Physical Therapy,,,,,,,,,,,,,,
1124025010,DECATUR COUNTY MEMORIAL HOSPITAL,720 N LINCOLN ST,,GREENSBURG,IN,472401327,8126627500,Home Health,,,,,,,,,,,,,,
1649277369,MAR-MAIN PHARMACY,426 N MICHIGAN ST,,SOUTH BEND,IN,466011228,5742343184,Pharmacy,,,,,,,,,,,,,,
1417954397,SCOTT CO HEALTH DEPT/CHILDREN'S HEALTH CLINIC,1642C W MCCLAIN AVE,,SCOTTSBURG,IN,471701161,8127524185,Community Health,,,,,,,,,,,,,,
1093712978,CONDO & SON INC.,PO BOX 128,,WILKINSON,IN,461860128,7657812435,Ambulance,,,,,,,,,,,,,,
1558368449,MARGARET MARY COMMUNITY HOSPITAL INC,PO BOX 226,321 MITCHELL AVE,BATESVILLE,IN,470060226,8129346624,Critical Access,,,,,,,,,,,,,,
1053318972,DEACONESS CROSS POINTE,7200 E INDIANA ST,,EVANSVILLE,IN,477152753,8124767200,Psychiatric Hospital,,,,,,,,,,,,,,
1427055201,MIDWEST BRACE AND LIMB INC,3802 AMELIA AVE,SUITE B,LAFAYETTE,IN,479055772,7654476323,Customized Equipment,,,,,,,,,,,,,,
1508864091,VORMOHR MEDICAL CENTER,1758 W 100 S,,PORTLAND,IN,473718204,2607267616,Family Medicine,,,,,,,,,,,,,,
1073511606,OHIO VALLEY HOME HEALTH,1513 STATE ST,,NEW ALBANY,IN,471504911,8129449284,Home Health,Licensed Practical Nurse,Home Health Aide,Homemaker,,,,,,,,,,,
1679571228,SAMARITAN CENTER,515 BAYOU ST,,VINCENNES,IN,475911034,8128866800,Addiction (Substance Use Disorder),Clinical,Psychiatry,Community/Behavioral Health,,,,,,,,,,,
1366440927,RUSH MEMORIAL HOSPITAL,806 S BUCKEYE ST,,OSGOOD,IN,470371332,8126894143,Skilled Nursing Facility,,,,,,,,,,,,,,
1235137829,CITY OF ANDERSON,44 W 5TH ST,,ANDERSON,IN,46016,7656486613,Land Transport,,,,,,,,,,,,,,
1518965029,ADVANCED MEDICAL IMAGING LLC,PO BOX 1644,,INDIANAPOLIS,IN,462061644,8664948258,Diagnostic Radiology,,,,,,,,,,,,,,
1770581266,GREENE COUNTY AUDITOR,217 E SPRING ST,SUITE # 5,BLOOMFIELD,IN,474241589,8123842057,Land Transport,,,,,,,,,,,,,,
1417955873,BOARD OF COMMISSIONERS OF NEWTON COUNTY,9951 N 100 E,,LAKE VILLAGE,IN,463499317,8886639866,Land Transport,,,,,,,,,,,,,,
1427056746,LEWARK ENTERPRISES PC,637 S STATE ROAD 135,STE C,GREENWOOD,IN,461421443,3178651110,Speech-Language Pathologist,,,,,,,,,,,,,,
1730187089,KEENEY AMBULANCE & TRANSPORT SERVICE LLC,500 E WALNUT ST,,RENSSELAER,IN,479782366,2198663739,Land Transport,,,,,,,,,,,,,,
1790783074,MEDICAL DIAGNOSTIC SERVICES LLP,PO BOX 5628,,LAFAYETTE,IN,479035628,7654484319,Anatomic Pathology & Clinical Pathology,,,,,,,,,,,,,,
1568460830,HEARTLAND DIAGNOSTIC IMAGING,PO BOX 753,,GOSHEN,IN,465270753,9373235400,Diagnostic Radiology,,,,,,,,,,,,,,
1770581902,HOWARD REGIONAL SPECIALTY CARE LLC,829 N DIXON RD,,KOKOMO,IN,469011795,7654526700,Rehabilitation Hospital,,,,,,,,,,,,,,
1811995848,HLS PHARMACIES INC,420 NW 5TH ST,SUITE 1A,EVANSVILLE,IN,477081314,8127596155,Durable Medical Equipment & Medical Supplies,Customized Equipment,Nursing Facility Supplies,Parenteral & Enteral Nutrition,Oxygen Equipment & Supplies,Pharmacy,Long Term Care Pharmacy,Prosthetic/Orthotic Supplier,,,,,,,
1750389680,ELKHART GENERAL HOSPITAL INC,225 E JACKSON BLVD,,ELKHART,IN,465163543,5745233100,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
1578561403,WEST CENTRAL COMMUNITY HOSPITAL,801 S MAIN ST,,CLINTON,IN,478422261,7658321234,Medicare Defined Swing Bed Unit,,,,,,,,,,,,,,
1932107802,UNION HOSPITAL INC,1606 N 7TH ST,,TERRE HAUTE,IN,478042780,8122387606,Rehabilitation Unit,,,,,,,,,,,,,,
1134127970,CARMEL CARE CENTER,118 MEDICAL DR,,CARMEL,IN,460322923,3178448211,Skilled Nursing Facility,,,,,,,,,,,,,,
1881693562,PAIN MANAGEMENT SPECIALISTS LLC,8840 CALUMET AVE,SUITE 103,MUNSTER,IN,463214037,2198367246,Pain,,,,,,,,,,,,,,
1649279258,THE HEALTH AND HOSPITAL CORPORATION OF MARION COUNTY,281 S COUNTY ROAD 200 E,,CONNERSVILLE,IN,473318220,7658252148,Skilled Nursing Facility,,,,,,,,,,,,,,
1437158722,TURNSTONE CENTER FOR DISABLED CHILDREN AND ADULTS,3320 N CLINTON ST,,FORT WAYNE,IN,468051918,2604832100,Occupational Therapy Assistant,Physical Therapist,Physical Therapy Assistant,Occupational Therapist,Speech-Language Pathologist,Voluntary or Charitable,,,,,,,,,
1881693224,SOUTHWEST DISTRICK AMBULANCE SERVICE INC,PO BOX 56002,,INDIANAPOLIS,IN,462560002,3178496628,Ambulance,,,,,,,,,,,,,,
1730188111,DEPENDABLE DENTAL SOLUTIONS LLC,1805 SMITH ST,,LOGANSPORT,IN,469471576,5747350687,Dentist,,,,,,,,,,,,,,
1669471884,REGIONAL HOME HEALTH CARE INC,PO BOX 128,,ELKHART,IN,465150128,5743209999,Home Health,,,,,,,,,,,,,,
1467451641,PROGRESSIVE MEDICAL IMAGING,PO BOX 6280,DEPT 100,INDIANAPOLIS,IN,462066280,8663386461,Diagnostic Radiology,,,,,,,,,,,,,,
1700885050,AP & C CLINIC INC,2901 OHIO BLVD,SUITE 202,TERRE HAUTE,IN,478032239,8122322144,Professional,,,,,,,,,,,,,,
1922007970,MEDICAL MOBILITY INC,10020 LIMA RD,SUITE D,FORT WAYNE,IN,468189144,2604908485,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
1588663579,MUNSTER MEDICAL RESEARCH FOUNDATION INC,800 MACARTHUR BOULEVARD,STE 11,MUNSTER,IN,463212917,2198366839,Family Medicine,,,,,,,,,,,,,,
1447259510,JOHN KENYON AMERICAN EYE INSTITUTE PC,519 STATE ST,,NEW ALBANY,IN,471503620,8129480616,Optometrist,Ophthalmology,Glaucoma Specialist,Retina Specialist,,,,,,,,,,,
1609875640,HOLIDAY HOME HEALTH CARE CORPORATION OF EVANSVILLE,1201 W BUENA VISTA RD,,EVANSVILLE,IN,477103336,8124290700,Skilled Nursing Facility,,,,,,,,,,,,,,
1396744496,PLYMOUTH TOWNE CARE PHARMACY INC,301 N MICHIGAN ST,,PLYMOUTH,IN,465631735,5749363167,Durable Medical Equipment & Medical Supplies,Pharmacy,Community/Retail Pharmacy,Compounding Pharmacy,,,,,,,,,,,
1578563417,LAFREE ORTHOPEDIC & SPORTS PHYSICAL THERAPY PC,2934 MILLER DR,,PLYMOUTH,IN,465638083,5749412200,Physical Therapist,,,,,,,,,,,,,,
1447259338,NORTHWEST RADIOLOGIST PC,5901 TECHNOLOGY CENTER DR,,INDIANAPOLIS,IN,462786013,3173285050,Diagnostic Radiology,,,,,,,,,,,,,,
1073513883,NEPHROLOGY INC,250 EAST DAY ROAD,SUITE 300,MISHAWAKA,IN,465453519,5742736787,End-Stage Renal Disease (ESRD) Treatment,,,,,,,,,,,,,,
1508866245,CHEST DISEASES ASSOCIATES PC,8909 BROADWAY,,MERRILLVILLE,IN,464107039,2197690054,Pulmonary Disease,,,,,,,,,,,,,,
1548260110,AMERICARE LIVING CENTER OF EVANSVILLE,421 S WALNUT ST,,MUNCIE,IN,473052459,7652822889,Skilled Nursing Facility,,,,,,,,,,,,,,
1083614655,AMERICARE LIVING CENTER OF LIBERTY,421 S WALNUT ST,,MUNCIE,IN,473052459,7652822889,Skilled Nursing Facility,,,,,,,,,,,,,,
1891795464,AMERICARE LIVING CENTER OF MONTICELLO,421 S WALNUT ST,,MUNCIE,IN,473052459,7652822889,Skilled Nursing Facility,,,,,,,,,,,,,,
1912907585,GABRIELE EYE INSTITUTE,3730 EDISON LAKES PKWY,,MISHAWAKA,IN,465453424,5742527757,Ophthalmology,,,,,,,,,,,,,,
1083614598,AMERICARE LIVING CENTER OF WINCHESTER,421 S WALNUT ST,,MUNCIE,IN,473052459,7652822889,Skilled Nursing Facility,,,,,,,,,,,,,,
1326048000,AMERICARE LIVING CENTER OF NEW CASTLE,421 S WALNUT ST,,MUNCIE,IN,473052459,7652822889,Skilled Nursing Facility,,,,,,,,,,,,,,
1053311738,AMERICARE LIVING CENTER OF WABASH,421 S WALNUT ST,,MUNCIE,IN,473052459,7652822889,Skilled Nursing Facility,,,,,,,,,,,,,,
1154321669,AMERICARE LIVING OF GOSHEN,421 S WALNUT ST,,MUNCIE,IN,473052459,7652822889,Skilled Nursing Facility,,,,,,,,,,,,,,
1205836905,CALUMET ORTHOPEDIC & PROSTHETICS CO INC,7554 GRAND BLVD,,HOBART,IN,463426672,2199422148,Prosthetic/Orthotic Supplier,,,,,,,,,,,,,,
1114927746,AMERICARE LIVING CENTER OF HARTFORD CITY,421 S WALNUT ST,,MUNCIE,IN,473052459,7652822889,Skilled Nursing Facility,,,,,,,,,,,,,,
1932109568,AMERICARE LIVING CENTER OF PORTLAND,421 S WALNUT ST,,MUNCIE,IN,473052459,7652822889,Skilled Nursing Facility,,,,,,,,,,,,,,
1598765075,PHILLIPS DRUGS INC,631 E MAIN ST,,RICHMOND,IN,473744309,7659665544,Durable Medical Equipment & Medical Supplies,Pharmacy,Community/Retail Pharmacy,Compounding Pharmacy,Long Term Care Pharmacy,,,,,,,,,,
1306846860,NORTHERN INDIANA INTERIM HEALTHCARE COMPANY LLC,310 E DUPONT RD,STE 1,FORT WAYNE,IN,468252048,2604829405,Home Health,,,,,,,,,,,,,,
1851391262,MIDWEST NEUROLOGICAL P.C.,4100 COVERT AVE,,EVANSVILLE,IN,477145559,8124767523,Neurology,,,,,,,,,,,,,,
1144220500,MEMORIAL HOSPITAL,2 CHASE PARK,,LOGANSPORT,IN,469471553,,Nursing Facility/Intermediate Care Facility,Skilled Nursing Facility,,,,,,,,,,,,,
1477553634,LA PORTE COUNTY ANESTHESIA ASSOCIATES LLC,1507 WABASH ST,SUITE 400C,MICHIGAN CITY,IN,463604300,2198710833,Anesthesiology,,,,,,,,,,,,,,
1578563631,FAMILY PHYSICIANS ASSOCIATED,1025 MANCHESTER AVE,,WABASH,IN,469921425,2605637421,Family Medicine,,,,,,,,,,,,,,
1285634303,ST. MARY'S AT HOME INC,6840 LOGAN DR,STE E,EVANSVILLE,IN,477158253,8124854600,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
1174524177,JOSEPH C LEGASPI MD,9307 CALUMET AVE,STE D-1,MUNSTER,IN,463212891,2198362055,Internal Medicine,,,,,,,,,,,,,,
1295736064,N. AGRAWAL MD PC,1614 E MAIN ST,,RICHMOND,IN,473744323,7659620823,Internal Medicine,,,,,,,,,,,,,,
1497756043,JAY COUNTY AUDITOR POLICE DEPT.,902 N CREAGOR AVE,,PORTLAND,IN,473711157,2607262311,Ambulance,,,,,,,,,,,,,,
1083615603,PAULS PHARMACY INC,2345 W FRANKLIN ST,,EVANSVILLE,IN,477125100,8124254364,,,,,,,,,,,,,,,
1548261894,INDIANA UNIVERSITY EYE CARE INC.,1160 W. MICHIGAN ST.,,INDIANAPOLIS,IN,462025209,3172742020,Optometrist,Ophthalmology,,,,,,,,,,,,,
1891796108,BLOOMINGTON MEADOWS GP,3600 N PROW RD,,BLOOMINGTON,IN,474041616,8123318000,Psychiatric Hospital,,,,,,,,,,,,,,
1609877083,JOHN KENYON EYE CENTER,1305 WALL ST,,JEFFERSONVILLE,IN,471303853,8122889011,Ophthalmology,,,,,,,,,,,,,,
1366444127,END STAGE RENAL DISEASE CARE PC,2701 W NORTH ST,SUITE C,MUNCIE,IN,473033415,7652870248,Nephrology,,,,,,,,,,,,,,
1780686493,ST ELIZABETH ANN SETON HOSPITAL,801 SAINT MARYS DR,SUITE 001 EAST,EVANSVILLE,IN,477140511,8124857479,General Acute Care Hospital,,,,,,,,,,,,,,
1225030901,KENTUCKIANA DIAGNOSTICS,301 SOUTHERN INDIANA AVE,,JEFFERSONVILLE,IN,471303204,8122889838,Diagnostic Radiology,,,,,,,,,,,,,,
1760484307,LLOYD R TAUSTINE MD PC,601 BROADWAY ST STE 10,,MADISON,IN,472503364,8122656535,Corneal and Contact Management,Ophthalmology,,,,,,,,,,,,,
1427040302,OFFERLE APOTHECARY INC.,2413 HOBSON RD,,FORT WAYNE,IN,468052917,2604246743,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
