1235130873,BRANDYWINE EYE CENTER P.A.,2500 GRUBB RD,SUITE 234,WILMINGTON,DE,198104796,3024756500,Ophthalmology,,,,,,,,,,,,,,
1942201363,VOLUNTEER HOSE COMPANY OF MIDDLETOWN,27 W GREEN ST,,MIDDLETOWN,DE,197091315,3023787799,Ambulance,,,,,,,,,,,,,,
1023000759,RICHARD F CARUSO MD PA,PO BOX 472,,LEWES,DE,199580472,3026456698,Gastroenterology,,,,,,,,,,,,,,
1538151055,KENTMERE HOME OF MERCIFUL REST SOCIETY INC.,1900 LOVERING AVE,,WILMINGTON,DE,198062123,3026523311,Skilled Nursing Facility,,,,,,,,,,,,,,
1124011309,RHEUMATOLOGY CONSULTANTS OF DE PA,PO BOX 37,,LEWES,DE,19958,,Rheumatology,,,,,,,,,,,,,,
1497748339,CHESWOLD VOLUNTEER FIRE COMPANY,PO BOX 186,,CHESWOLD,DE,199360186,3027361516,Ambulance,,,,,,,,,,,,,,
1962495838,BAYHEALTH MEDICAL CENTER / KENT GENERAL HOSPITAL,15 GOLDENROD LN,,MAGNOLIA,DE,199629365,3023351380,Family Medicine,,,,,,,,,,,,,,
1780679738,MANUAL ORTHOPAEDIC PHYSIOTHERAPY CHARTERED,2323 PENNSYLVANIA AVE,2ND FLOOR,WILMINGTON,DE,198061332,3028882551,Physical Therapy,,,,,,,,,,,,,,
1871588780,REBECCA JAFFE AND ASSOCIATES PA,3105 LIMESTONE RD,SUITE 300,WILMINGTON,DE,198082147,3029920200,Family Medicine,,,,,,,,,,,,,,
1396730974,UROLOGY ASSOCIATES OF DOVER,200 BANNING ST,SUITE 250,DOVER,DE,19904,3027361320,Urology,,,,,,,,,,,,,,
1144216490,DELMAR MEDICAL CENTER PA,1350 MIDDLEFORD RD,SUITE 501,SEAFORD,DE,199733612,3026284370,Internal Medicine,,,,,,,,,,,,,,
1316935349,PHARMACY MANAGEMENT CORPORATION,111 DARLEY RD,P.O. BOX 589,CLAYMONT,DE,197032723,3027986641,Pharmacy,,,,,,,,,,,,,,
1548259393,JEANNE JUGAN RESIDENCE,185 SALEM CHURCH ROAD,,NEWARK,DE,197132997,3023685886,Nursing Facility/Intermediate Care Facility,,,,,,,,,,,,,,
1710976139,JUAN P GADEA MD PA,179 W CHESTNUT HILL RD,,NEWARK,DE,197132210,3027310858,Pediatrics,,,,,,,,,,,,,,
1295725711,SOUTHERN DELAWARE SURGERY CENTER,18941 JOHN J WILLIAMS HWY,,REHOBOTH BEACH,DE,199714404,3026446992,Multi-Specialty,,,,,,,,,,,,,,
1033190145,FIRST STATE MEDICAL PA,3521 SILVERSIDE RD,QUILLEN BUILDING SUITE 2D1,WILMINGTON,DE,198104900,3024790555,Family Medicine,,,,,,,,,,,,,,
1194707760,BONNI FIELD MD PA,5307 LIMESTONE RD,SUITE 203,WILMINGTON,DE,198081268,3022340890,Primary Care,,,,,,,,,,,,,,
1639152705,DAGSBORO VOLUNTEER FIRE DEPARTMENT INC,31818 WAPLES ST,,DAGSBORO,DE,199390128,3027329673,Ambulance,,,,,,,,,,,,,,
1962486290,CHRISTIANA CARE HEALTH SERVICES INC,PO BOX 30170,,WILMINGTON,DE,198057170,3026237362,,,,,,,,,,,,,,,
1245214477,NANTICOKE MEMORIAL HOSPITAL,801 MIDDLEFORD RD,,SEAFORD,DE,199733636,3026296611,General Acute Care Hospital,,,,,,,,,,,,,,
1447234232,DELAWARE MEDICAL CARE PA,PO BOX 539,,SMYRNA,DE,19977,3026531281,Internal Medicine,,,,,,,,,,,,,,
1477538759,DELAWARE CURATIVE WORKSHOP,1600 N WASHINGTON ST,,WILMINGTON,DE,198024722,3026562521,Rehabilitation,,,,,,,,,,,,,,
1639155625,DELAWARE FAMILY CARE ASSOCIATES,2700 SILVERSIDE RD,,WILMINGTON,DE,198103724,3024788421,Legal Medicine,,,,,,,,,,,,,,
1184600942,INTERNAL MEDICINE OF DOVER PA,725 SOUTH QUEEN ST,,DOVER,DE,19904,3026784488,Internal Medicine,,,,,,,,,,,,,,
1407833999,LEHIGHTON EMERGENCY MEDICAL ASSOCIATES PC,PO BOX 3012,,WILMINGTON,DE,19804,8004564629,Emergency Medicine,,,,,,,,,,,,,,
1750369674,DOCTORS FOR EMERGENCY SERVICE,PO BOX 3048,,WILMINGTON,DE,19804,3022245678,Emergency Medicine,,,,,,,,,,,,,,
1700864576,NEWARK EMERGENCY CENTER,PO BOX 3012,,WILMINGTON,DE,19804,8004564629,Emergency Medicine,,,,,,,,,,,,,,
1891773651,NEWARK EMERGENCY PHYSICIANS,PO BOX 3012,,WILMINGTON,DE,19804,8004564629,Emergency Medicine,,,,,,,,,,,,,,
1396723078,KENT SUSSEX COMMUNITY SERVICES INC.,1241 COLLEGE PARK DR,,DOVER,DE,199048713,3027357790,Case Management,,,,,,,,,,,,,,
1659359099,ABINGTON EMERGENCY PHYSICIAN ASSOCIATES PC,PO BOX 3012,,WILMINGTON,DE,19804,8004564629,Emergency Medicine,,,,,,,,,,,,,,
1134107238,HAND THERAPY OF DELAWARE,PO BOX 58,,MONTCHANIN,DE,197100058,3029957510,,,,,,,,,,,,,,,
1275512105,SUSSEX EMERGENCY ASSOCIATES LLC,PO BOX 3012,,WILMINGTON,DE,19804,8004564629,Emergency Medicine,,,,,,,,,,,,,,
1376522359,BRANDYWINE HUNDRED FIRE CO. NO. 1,1006 BRANDYWINE BLVD,,WILMINGTON,DE,198092530,3027644901,Land Transport,,,,,,,,,,,,,,
1447239363,CITY OF WILMINGTON FIRE DEPT,71 OMEGA DR,OMEGA PROFESSIONAL CENTER,NEWARK,DE,197132063,3022833300,Ambulance,,,,,,,,,,,,,,
1578542205,THE CENTER FOR PEDIATRIC AND ADOLESCENT MEDICINE,125-1 GREENTREE DROVE,,DOVER,DE,19904,3026788333,Pediatrics,,,,,,,,,,,,,,
1609855386,GUMBORO VOLUNTEER FIRE CO.,37030 MILLSBORO HWY,,MILLSBORO,DE,199663026,3022387411,Emergency Medical Technician - Basic,,,,,,,,,,,,,,
1285613687,TOWNSEND FIRE COMPANY,71 OMEGA DR,BUILDING D,NEWARK,DE,197132063,3022833300,Ambulance,,,,,,,,,,,,,,
1114906526,MARCUS HOOK FIRE COMPANY,71 OMEGA DR,,NEWARK,DE,197132063,3022833300,Ambulance,,,,,,,,,,,,,,
1659350874,URGENT AMBULANCE SERVICE INC,8 TYLER WAY,,NEWARK,DE,197133449,8004524443,Land Transport,,,,,,,,,,,,,,
1346220266,FIRST STATE ORTHOPAEDICS PA,211 EXECUTIVE DR STE 11,,NEWARK,DE,197023358,(302) 731-2888,Orthopaedic Surgery,,,,,,,,,,,,,,
1881674836,ROXANA VOLUNTEER FIRE COMPANY,71 OMEGA DR,,NEWARK,DE,197132063,3022833300,Ambulance,,,,,,,,,,,,,,
1407836315,SPINE CARE DELAWARE,4102 OGLETOWN - STANTON RD,,NEWARK,DE,19713,3028941900,Clinic/Center,,,,,,,,,,,,,,
1275513954,ORTHOPAEDIC & SPORTS PHYSIOTHERAPY P.A.,617 W NEWPORT PIKE,,WILMINGTON,DE,198043235,3026830782,Physical Therapist,,,,,,,,,,,,,,
1811967953,FELTON COMMUNITY FIRE COMPANY INC,71 OMEGA DR,BUILDING D,NEWARK,DE,197132063,3022833300,Ambulance,,,,,,,,,,,,,,
1700856507,ADVANCED ALERT L.L.C.,37854 SWANN DRIVE,,SELBYVILLE,DE,19975,3024369406,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
1649240623,NEW ERA OPTICAL INC,350 NEW CHURCHMANS RD,SUITE B,NEW CASTLE,DE,197203112,3023250180,Optometrist,,,,,,,,,,,,,,
1285604033,FS TENANT POOL II TRUST,1912 MARSH RD,,WILMINGTON,DE,198103900,3025291600,Skilled Nursing Facility,,,,,,,,,,,,,,
1811967490,DELAWARE EYE M.D'S ASSOCIATES,2055 LIMESTONE RD,SUITE 102,WILMINGTON,DE,198085536,3029920430,Ophthalmology,,,,,,,,,,,,,,
1851361224,DELMAR EMERGENCY SPECIALISTS PA,PO BOX 3012,,WILMINGTON,DE,19804,8004564629,Emergency Medicine,,,,,,,,,,,,,,
1396715736,CHRISTIANA CARE HEALTH SERVICES INC.,PO BOX 2653,,WILMINGTON,DE,198050653,3026237200,Pulmonary Disease,,,,,,,,,,,,,,
1962472316,RIVERSIDE TRANSITIONAL CARE,700 W. LEA BLVD,,WILMINGTON,DE,198022500,3027654400,Skilled Nursing Facility,,,,,,,,,,,,,,
1942273552,UHS OF ROCKFORD LLC,100 ROCKFORD DR,,NEWARK,DE,197132120,3029965480,Psychiatric Hospital,,,,,,,,,,,,,,
1932174505,DELAWARE EYE CARE CENTER PA,833 S GOVERNORS AVE,,DOVER,DE,199044158,3026741121,Optometrist,Ophthalmology,,,,,,,,,,,,,
1467427906,HOCKESSIN FIRE COMPANY,71 OMEGA DR,BUILDING D,NEWARK,DE,197132063,3022833300,Ambulance,,,,,,,,,,,,,,
1164497467,MANCHESTER FIRE ENGINE & HOOK & LADDER CO NO 1,71 OMEGA DR,BUILDING D,NEWARK,DE,197132063,3022833300,Ambulance,,,,,,,,,,,,,,
1467420414,ADVANCED EYE CARE P A,213 GREENHILL AVE,SUITE A,WILMINGTON,DE,198051844,3026568867,Corneal and Contact Management,,,,,,,,,,,,,,
1932178134,DOVER VISION CENTRE LTD,232 MITCHELL ST,,MILLSBORO,DE,199669412,3029346620,Contact Lens Fitter,Optician,,,,,,,,,,,,,
1043279557,PHYSICAL THERAPY SERVICES INC,725 WALKER RD,,DOVER,DE,19904,3026783100,Physical Therapist,,,,,,,,,,,,,,
1437118726,OPEN MRI,1602 NEWPORT GAP PIKE,,WILMINGTON,DE,198086208,3026335840,Diagnostic Radiology,,,,,,,,,,,,,,
1235199316,MEDICAL ONCOLOGY HEMATOLOGY CONSULTANTS PA,4701 OGLETOWN STANTON RD,SUITE 2200,NEWARK,DE,197132055,3023661200,Hematology & Oncology,,,,,,,,,,,,,,
1215998273,BAYFRONT EMERGENCY PHYSICIANS PA,PO BOX 3012,,WILMINGTON,DE,198040012,8004564629,Emergency Medicine,,,,,,,,,,,,,,
1821059387,CHRISTIANA SPINE CENTER PA,4735 OGLETOWN STANTON RD,SUITE 3302,NEWARK,DE,19713,3026234144,Physical Medicine & Rehabilitation,,,,,,,,,,,,,,
1336100023,DELMARVA PROSTHODONTICS PA,871 S GOVERNORS AVE,SUITE 1,DOVER,DE,199044115,3026748331,Prosthodontics,,,,,,,,,,,,,,
1851353304,MKL LTD LLC,20 PEDDLERS VILLAGE CTR,,CHRISTIANA,DE,197021525,3027312660,Physical Therapist,,,,,,,,,,,,,,
1407818842,STARLIGHT MEDICAL LLC,1602 NEWPORT GAP PIKE,,WILMINGTON,DE,198086208,3026335840,Internal Medicine,,,,,,,,,,,,,,
1053373423,RHEUMATOLOGY CONSULTANTS,1602 NEWPORT GAP PIKE,,WILMINGTON,DE,198086208,3026335840,Rheumatology,,,,,,,,,,,,,,
1821050261,MB MEDICAL SERVICES LLC,1602 NEWPORT GAP PIKE,,WILMINGTON,DE,198086208,3026335840,Internal Medicine,,,,,,,,,,,,,,
1417919861,DAVID BIRCH D.O.,1602 NEWPORT GAP PIKE,,WILMINGTON,DE,198086208,3026335740,Family Medicine,,,,,,,,,,,,,,
1730141185,SUNSHINE HEALTH PROFESSIONALS,1602 NEWPORT GAP PIKE,,WILMINGTON,DE,198086208,3026335840,Family Medicine,,,,,,,,,,,,,,
1306808332,VAN BUREN MEDICAL ASSOCIATES,1941 LIMESTONE RD,SUITE 211,WILMINGTON,DE,198085400,3029981151,Family Medicine,,,,,,,,,,,,,,
1437112646,436TH MEDICAL GRP,300 TUSKEGEE BLVD,,DOVER AFB,DE,199025003,3026772649,Military/U.S. Coast Guard Outpatient,Military and U.S. Coast Guard Ambulatory Procedure,Military/U.S. Coast Guard Pharmacy,,,,,,,,,,,,
1104880442,PIKE CREEK PEDIATRIC ASSOCIATES PA,5500 SKYLINE DR,,WILMINGTON,DE,198081772,3022397755,Adolescent Medicine,,,,,,,,,,,,,,
1710941760,STATE OF DELAWARE,3000 NEWPORT GAP PIKE,,WILMINGTON,DE,198082378,3029958400,Nursing Facility/Intermediate Care Facility,Skilled Nursing Facility,,,,,,,,,,,,,
1083678031,HEALTH CARE ASSOCIATES PA,230 MITCHELL ST,SUITE A,MILLSBORO,DE,199669402,3029340611,Internal Medicine,,,,,,,,,,,,,,
1376509919,MARC GROBMAN INTERNAL MEDICINE & PRIMARY CARE,1602 NEWPORT GAP PIKE,,WILMINGTON,DE,198086208,3026335840,Family Medicine,,,,,,,,,,,,,,
1497711675,X-RAY ASSOCIATES P.A.,5936 LIMESTONE RD,SUITE 301,HOCKESSIN,DE,197078905,3022345800,Specialist,,,,,,,,,,,,,,
1720045214,BRANDYWINE IMAGING ENTERPRISES LLC,1601 MILLTOWN RD,SUITE 13,WILMINGTON,DE,198084027,3029932330,Diagnostic Radiology,,,,,,,,,,,,,,
1366409864,PIKE CREEK IMAGING ENTERPRISES LLC,1601 MILLTOWN RD,SUITE 13,WILMINGTON,DE,198084027,3029932330,Diagnostic Radiology,,,,,,,,,,,,,,
1073570636,GLASGOW IMAGING LLC,1601 MILLTOWN RD,SUITE 13,WILMINGTON,DE,198084027,3029932330,Diagnostic Radiology,,,,,,,,,,,,,,
1265499784,MRI OF WILMINGTON LLC,1601 MILLTOWN RD,SUITE 13,WILMINGTON,DE,198084027,3029932330,Diagnostic Radiology,,,,,,,,,,,,,,
1861450041,LUDWIG J EGLSEDER III,1602 NEWPORT GAP PIKE,,WILMINGTON,DE,198086208,3026335840,Internal Medicine,,,,,,,,,,,,,,
1538127287,OMEGA IMAGING ASSOCIATES LLC,1601 MILLTOWN RD,SUITE 13,WILMINGTON,DE,198084027,3029932330,Diagnostic Radiology,,,,,,,,,,,,,,
1508824251,OMEGA NUCLEAR LLC,1601 MILLTOWN RD,SUITE 13,WILMINGTON,DE,198084027,3029932330,Nuclear Radiology,,,,,,,,,,,,,,
1033168216,MILLCREEK FIRE COMPANY,3900 KIRKWOOD HWY,,WILMINGTON,DE,198085110,3029988911,Ambulance,,,,,,,,,,,,,,
1407805203,NEPHROLOGY ASSOCIATES PA,4923 OGLETOWN STANTON RD,SUITE 200,NEWARK,DE,197132081,0322250451,Nephrology,,,,,,,,,,,,,,
1811947054,REGIONAL HEMATOLOGY AND ONCOLOGY P A,4701 OGLETOWN STANTON RD,SUITE 2400,NEWARK,DE,197132055,3027317782,Hematology & Oncology,,,,,,,,,,,,,,
1356391593,OTOLARYNGOLOGY CONSULTANTS PA,PO BOX 993,,WILMINGTON,DE,198990993,3026566510,Otolaryngology,,,,,,,,,,,,,,
1639129893,NEW CASTLE HEARING SPEECH VESTIBULAR CENTER,PO BOX 993,,WILMINGTON,DE,198990993,3026544327,Otolaryngology,Audiologist,,,,,,,,,,,,,
1467402362,CHADLEY INC,7503 A LANCASTER PIKE,,HOCKESSIN,DE,197079593,3022341115,Chiropractor,,,,,,,,,,,,,,
1811947591,CONCIOUS CHOICES COUNSELING,7 QUARRY LN,,NEWARK,DE,197114810,3025285517,Mental Health,,,,,,,,,,,,,,
1740230309,DELAWARE MEDICAL CARE ASSOCIATES LLC,537 STANTON CHRISTIANA RD,SUITE 212,NEWARK,DE,197132146,3026339033,Pulmonary Disease,,,,,,,,,,,,,,
1922058445,GLASGOW MEDICAL CENTER LLC,2600 GLASGOW AVE,SUITE 204,NEWARK,DE,197024777,3028368350,Urgent Care,,,,,,,,,,,,,,
1063462661,ALLIED BEHAVIORAL HEALTH INC,1400 PEOPLES PLZ,SUITE 204,NEWARK,DE,197025707,3028321282,Clinical,,,,,,,,,,,,,,
1790737203,ANDREAS RAUER MD PA,16 OLD RUDNICK LN,,DOVER,DE,199014912,3027341761,Ophthalmology,,,,,,,,,,,,,,
1588618151,BARNES FAMILY PRACTICE,PO BOX 337,,MILFORD,DE,199630337,3024243900,Family Medicine,,,,,,,,,,,,,,
1730133992,BEEBE PHYSICIAN NETWORK INC.,400 SAVANNAH RD,SUITE B,LEWES,DE,199581499,3026453555,Adult Medicine,Internal Medicine,Cardiovascular Disease,Surgery,Surgical Oncology,Critical Care Medicine,Infectious Disease,Pulmonary Disease,Gastroenterology,Sleep Medicine,Interventional Cardiology,Hospitalist,Medical,Family,Neonatal
1942254941,COMMUNITY FIRE CO OF MILLINGTON INC,71 OMEGA DR,BUILDING D,NEWARK,DE,197132063,3022833300,Ambulance,,,,,,,,,,,,,,
1518912427,STATE OF DE,10 SW FRONT ST,,MILFORD,DE,199631948,3024221422,Pharmacy Technician,,,,,,,,,,,,,,
1750336541,PULMONARY ASSOCIATES P.A.,4745 OGLETOWN STANTON RD,SUITE 220,NEWARK,DE,197132067,3023685515,Pulmonary Disease,,,,,,,,,,,,,,
1235184060,BI STATE PHARMACY INC,PO BOX 265,,DELMAR,DE,199400265,,Community/Retail Pharmacy,,,,,,,,,,,,,,
1336194455,LIMESTONE PHYSICAL THERAPY INC.,2600 GLASGOW AVE,SUITE 105,NEWARK,DE,197024777,3028368287,Physical Therapist,,,,,,,,,,,,,,
1912952342,PAUL E HOWARD MD,17316 COASTAL HWY,,LEWES,DE,19958,3026442232,Otolaryngology,,,,,,,,,,,,,,
1417903048,LIGHTHOUSE INTERNAL MEDICINE P.A.,909 LAKEVIEW AVE,,MILFORD,DE,199631731,3024225506,Internal Medicine,,,,,,,,,,,,,,
1649226200,INTEGRATED CARE OF DOVER PA,29 GOODEN AVE,,DOVER,DE,199044143,3027357780,Family Medicine,,,,,,,,,,,,,,
1366498719,FS TENANT POOL I TRUST,255 POSSUM PARK RD,,NEWARK,DE,197113877,3023660160,Assisted Living Facility,Skilled Nursing Facility,,,,,,,,,,,,,
1538115829,SURGICAL ASSOCIATES PA,200 BANNING ST,STE 200,DOVER,DE,199043485,3026740600,Surgery,,,,,,,,,,,,,,
1700832185,LA RED HEALTH CENTER INC,21444 CARMEAN WAY,,GEORGETOWN,DE,199474572,3028551233,Federally Qualified Health Center (FQHC),,,,,,,,,,,,,,
1124075940,ADVANCE ENDOSCOPY CENTER LLC,742 S GOVERNORS AVE,SUITE 2,DOVER,DE,199044111,3026780725,Ambulatory Surgical,,,,,,,,,,,,,,
1861449498,CNMRI,1074 S STATE ST,,DOVER,DE,199016925,3026788100,Neurology,,,,,,,,,,,,,,
1013954122,THE FAMILY DOCTORS PA,2 POLLY DRUMMOND HILL ROAD,,NEWARK,DE,197115703,3023683600,Family Medicine,,,,,,,,,,,,,,
1699712786,DELAWARE PHYSICIAN ASSOCIATES,4011 N MARKET ST,,WILMINGTON,DE,198022219,3027620200,Family Medicine,,,,,,,,,,,,,,
1508803859,EXCEL PHYSICAL THERAPY,487 S QUEEN ST,,DOVER,DE,199043572,3027357690,Physical Therapist,,,,,,,,,,,,,,
1710925433,THE PAIN AND REHABILITATION CENTER,4011 N MARKET ST,,WILMINGTON,DE,198022219,3027620200,Chiropractor,,,,,,,,,,,,,,
1104865559,BJS WHOLESALE CLUB INC,124 SUNSET BLVD,,NEW CASTLE,DE,197204100,,Pharmacy,Community/Retail Pharmacy,,,,,,,,,,,,,
1700825189,INPATIENT CARE PHYSICIANS,1602 NEWPORT GAP PIKE,,WILMINGTON,DE,198086208,3026335840,Internal Medicine,,,,,,,,,,,,,,
1083653976,SHORE INTERNAL MEDICINE ASSOCIATES,1302 SAVANNAH RD,,LEWES,DE,199581526,3026456644,Internal Medicine,,,,,,,,,,,,,,
1639119159,FOULK ROAD PHYSICAL THERAPY,1812 MARSH RD,STORE 505,WILMINGTON,DE,198104581,3027931800,Physical Therapist,,,,,,,,,,,,,,
1063452928,DELAWARE ORTHOPAEDICS AND SPORTS MEDICINE,230 BEISER BLVD,SUITE 100,DOVER,DE,199047793,3027300840,Orthopaedic Surgery,,,,,,,,,,,,,,
1629018452,MEDICINE & RHEUMATOLOGY ASSOCIATES,1302 SAVANNAH RD,,LEWES,DE,199581526,3026456644,Rheumatology,,,,,,,,,,,,,,
1720029978,WOMEN'S IMAGING CENTER OF DELAWARE,OMEGA DRIVE J,24,NEWARK,DE,19713,3027389100,Specialist,,,,,,,,,,,,,,
1346281797,PENINSULA ENDOSCOPY CENTER,71 OMEGA DR,,NEWARK,DE,197132063,3022833300,Ambulatory Surgical,,,,,,,,,,,,,,
1467493312,DELAWARE PSYCHIATRIC CENTER PHARMACY,1901 N DUPONT HWY,SPRINGER BLDG ROOM 208,NEW CASTLE,DE,197201100,3022552793,Pharmacy,Institutional Pharmacy,,,,,,,,,,,,,
1639110406,OUTPATIENT ANESTHESIA SPECIALISTS,2006 LIMESTONE RD,SUITE #5,WILMINGTON,DE,198085553,3029951860,Anesthesiology,,,,,,,,,,,,,,
1649212929,HOCKESSIN CHIROPRACTIC CENTRE,724 YORKLYN RD,SUITE 150,HOCKESSIN,DE,197078704,3022398550,Chiropractor,,,,,,,,,,,,,,
1427090570,SUSSEX EYE CENTER PA,502 W MARKET ST,P.O. BOX 400,GEORGETOWN,DE,199472322,3028562020,Optometrist,,,,,,,,,,,,,,
1902849250,GRIFFIN FAMILY PRACTICE PA,33195 LIGHTHOUSE RD UNIT 6,,SELBYVILLE,DE,199754071,3024369600,Family Medicine,,,,,,,,,,,,,,
1841234564,CARDIOLOGY CONSULTANTS PA,252 CHAPMAN RD,SUITE 150,NEWARK,DE,197025438,3023667665,Cardiovascular Disease,,,,,,,,,,,,,,
1902840226,FAMILY MEDICAL ASSOCIATES OF DELAWARE,2300 PENNSYLVANIA AVE,SUITE 1A,WILMINGTON,DE,198061392,3026550355,Family Medicine,,,,,,,,,,,,,,
1467496638,DELAWARE OPHTHALMOLOGY CONSULTANTS,3501 SILVERSIDE ROAD,,WILMINGTON,DE,198104910,3024793937,Optometrist,Ophthalmology,,,,,,,,,,,,,
1689618951,DIAGNOSTIC MEDICAL SERVICES INC.,25 S OLD BALTIMORE PIKE,SUITE 104,NEWARK,DE,197021540,3022922700,Sonography,,,,,,,,,,,,,,
1215972914,ADVANTAGE FOOT AND ANKLE CENTER PA,1 CENTURIAN DR,SUITE 101,NEWARK,DE,197132137,3029945275,Foot & Ankle Surgery,,,,,,,,,,,,,,
1982649638,DELMED HEALTH,431 SAVANNAH ROAD,,LEWES,DE,199581460,3026449080,Obstetrics & Gynecology,,,,,,,,,,,,,,
1205871506,SIMON EYE ASSOCIATES PA,5301 LIMESTONE RD STE 128,,WILMINGTON,DE,198081253,3022391933,Optometrist,,,,,,,,,,,,,,
1063458065,HLHJR VENTURES-CHIROPRACTIC ASSOCIATES LLC,20856 DUPONT BLVD,,GEORGETOWN,DE,199473180,3028567460,Chiropractor,,,,,,,,,,,,,,
1437194586,PLAZA MEDICAL ASSOCIATES LTD,1600 N WASHINGTON ST,2ND FLOOR,WILMINGTON,DE,198024722,3026588885,Family Medicine,,,,,,,,,,,,,,
1417993189,CHRISTIANA CARE HEALTH INITIATIVES,200 HYGEIA DR,SUITE / 2300 FINANCE DEPARTMENT,NEWARK,DE,197132049,3026237424,Diagnostic Radiology,,,,,,,,,,,,,,
1174559918,A CENTER FOR HUMAN DEVELOPMENT LTD,148 S. BRADFORD ST.,,DOVER,DE,19904,3027361820,Mental Health,Clinical,,,,,,,,,,,,,
1104852300,DELAWARE PRIMARY CARE LLC,810 NEW BURTON RD,SUITE 3,DOVER,DE,199045451,3027300554,Internal Medicine,,,,,,,,,,,,,,
1487680997,HERBERT H HEYM M.D. P.A.,1711 WOODLAWN AVE,,WILMINGTON,DE,198062455,3026549511,Internal Medicine,,,,,,,,,,,,,,
1144256421,DELAWARE INFECTIOUS DISEASES CORPORATION,31 GOODEN AVE,,DOVER,DE,199044143,3026749141,Internal Medicine,Infectious Disease,,,,,,,,,,,,,
1316973704,HHC DELAWARE INC,575 S DUPONT HWY,,NEW CASTLE,DE,197204606,3023283330,Rehabilitation - Substance Use Disorder Unit,Psychiatric Hospital,,,,,,,,,,,,,
1871529107,SUNRISE MEDICAL CENTER LLC,22549 LITTLE ST,,GEORGETOWN,DE,199474759,3028549006,Internal Medicine,,,,,,,,,,,,,,
