0.40000,1538169818,HOLLADAY PARK PLAZA INC,1300 NE 16TH AVE,,PORTLAND,OR,972321467,5032886671,Skilled Nursing Facility,,,,,,,,,,,,,,
0.40000,1093715070,WILLAMETTE VALLEY HOSPICE INC,1015 3RD ST NW,,SALEM,OR,973044007,5035883600,Hospice Care - Community Based,,,,,,,,,,,,,,
0.40000,1609876705,FANNO CREEK CLINIC LLC,2400 SW VERMONT ST,,PORTLAND,OR,972191940,5034520915,Internal Medicine,,,,,,,,,,,,,,
0.40000,1497755599,HAND CENTER OF OREGON INC,19365 SW 65TH AVE STE 200,,TUALATIN,OR,970629196,5036925210,Hand,,,,,,,,,,,,,,
0.40000,1467453316,WOMENS HEALTHCARE CLINIC OF OREGON PC,10000 SE MAIN ST,STE 10,PORTLAND,OR,972162441,5032561470,Obstetrics & Gynecology,,,,,,,,,,,,,,
0.40000,1003817826,WEST SALEM FAMILY PRACTICE ASSOCIATES LLC,1275 WALLACE RD NW,,SALEM,OR,973043007,5033713232,Family Medicine,,,,,,,,,,,,,,
0.40000,1043211824,LAKE GROVE ENT PC,17704 JEAN WAY,STE 101,LAKE OSWEGO,OR,970355497,5036990370,Otolaryngology,,,,,,,,,,,,,,
0.40000,1184625980,ASSOCIATES FOR ORAL & MAXILLOFACIAL SURGERY,1625 E MCANDREWS RD,#A,MEDFORD,OR,975045334,5417793781,Oral and Maxillofacial Surgery,,,,,,,,,,,,,,
0.40000,1952302689,COUNTY OF MORROW,120 S MAIN STREET,PO BOX 799,HEPPNER,OR,97836,5416765421,Public Health - State or Local,,,,,,,,,,,,,,
0.40000,1396746954,LADIES FIRST CHOICE INC,2375 GREAR ST NE,,SALEM,OR,973012747,5033633940,Prosthetic/Orthotic Supplier,,,,,,,,,,,,,,
0.40000,1639170988,ROGUE VALLEY MANOR,1200 MIRA MAR AVE,,MEDFORD,OR,975048546,5418577777,Skilled Nursing Facility,,,,,,,,,,,,,,
0.40000,1689675167,EASTSIDE DENTAL CLINIC,PO BOX 700,,TROUTDALE,OR,970600700,5036652177,General Practice,,,,,,,,,,,,,,
0.40000,1538160809,STRYKER HEALTH CONSULTING INC.,4380 SW MACADAM AVE,SUITE 565,PORTLAND,OR,972396403,5032952585,Physical Therapist,,,,,,,,,,,,,,
0.40000,1477554921,HIGH DESERT HEALTHCARE,1251 NE ELM STREET,,PRINEVILLE,OR,97754,5414471680,Rural Health,,,,,,,,,,,,,,
0.40000,1992706055,CASCADE KIDS DENTAL,572 SW BLUFF DR,STE A,BEND,OR,977021260,5413185688,Pediatric Dentistry,,,,,,,,,,,,,,
0.40000,1720080591,RICHARD C SCHMIDT,670 SUPERIOR CT,SUITE 101,MEDFORD,OR,975046174,5417796170,Dentist,,,,,,,,,,,,,,
0.40000,1124020920,JARED R. ANDERSON DDS PC,774 SW RIMROCK DR,,REDMOND,OR,977561941,5419237633,General Practice,,,,,,,,,,,,,,
0.40000,1972505790,NORTHWEST REHABILITATION ASSOC,3270 LIBERTY RD S,,SALEM,OR,97302,5033710779,Physical Therapist,Occupational Therapist,Speech-Language Pathologist,,,,,,,,,,,,
0.40000,1578565347,CHEMAWA INDIAN HEALTH CENTER DHHS IHS WESTERN OREGON SERV UNIT,3750 CHEMAWA RD NE,,SALEM,OR,973051119,5033047600,Multi-Specialty,,,,,,,,,,,,,,
0.40000,1811999535,SOUTH LINCOLN AMBULANCE INC.,PO BOX 31,,YACHATS,OR,974980031,5415473766,Emergency Medical Technician - Paramedic,,,,,,,,,,,,,,
0.40000,1104818202,SNR INC,2075 NW HIGHLAND AVE,,GRANTS PASS,OR,975263310,5414768891,Nursing Facility/Intermediate Care Facility,Skilled Nursing Facility,,,,,,,,,,,,,
0.40000,1235121302,SHARON C STRONG DMD PC,155 DELAWARE AVE SE,,BANDON,OR,974119471,5413475555,General Practice,,,,,,,,,,,,,,
0.40000,1942292891,DALLAS FAMILY MEDICINE LLC,641 SE MILLER AVE,,DALLAS,OR,973382634,5036232345,Specialist,,,,,,,,,,,,,,
0.40000,1528050523,DESCHUTES EYE CLINIC PC,813 SW HIGHLAND AVE,,REDMOND,OR,977563123,5415487170,Ophthalmology,,,,,,,,,,,,,,
0.40000,1790777480,VALLEY VIEW MEDICAL CLINIC PC,14785 SE OREGON TRAIL DR,,HAPPY VALLEY,OR,970156446,5036987777,Family Medicine,,,,,,,,,,,,,,
0.40000,1750373346,ADAPT,PO BOX 1121,,ROSEBURG,OR,974700254,5416722691,Addiction (Substance Use Disorder),Mental Health,Clinic/Center,Substance Abuse Rehabilitation Facility,Substance Abuse Treatment - Children,,,,,,,,,,
0.40000,1235121773,BLACK BUTTE RANCH RURAL FIRE PROTECTION DISTRICT,PMB 8190 PO BOX 8000,,BLACK BUTTE RANCH,OR,97759,5415952288,Emergency Medical Technician - Paramedic,,,,,,,,,,,,,,
0.40000,1144212499,OAK STREET MEDICAL P.C.,1488 OAK ST,,EUGENE,OR,974014043,5416831577,Allergy & Immunology,Internal Medicine,,,,,,,,,,,,,
0.40000,1164414470,MART D ERICKSON DDS PC,1224 NE 7TH ST,,GRANTS PASS,OR,97526,5414763419,General Practice,,,,,,,,,,,,,,
0.40000,1053304394,WINDING WATERS CLINIC PC,603 MEDICAL PKWY,,ENTERPRISE,OR,978285124,5414264502,Clinic/Center,Rural Health,,,,,,,,,,,,,
0.40000,1275526527,DONALD H WHEELER DMD PC,5528 SE POWELL BLVD,,PORTLAND,OR,972062956,5037881008,Dentist,,,,,,,,,,,,,,
0.40000,1992798136,DONALD J JOHNSON OD PC,PO BOX 759,,ASHLAND,OR,975200026,5414881417,Optometrist,Corneal and Contact Management,Low Vision Rehabilitation,Pediatrics,,,,,,,,,,,
0.40000,1982697140,HILLSBORO NATUROPATHIC CLINIC LLC,245 SE 4TH AVE,STE E,HILLSBORO,OR,971234033,5038446667,Naturopath,,,,,,,,,,,,,,
0.40000,1558354522,MTH CLINIC PC,24988 SE STARK ST,STE 300,GRESHAM,OR,970308322,5036745818,Internal Medicine,,,,,,,,,,,,,,
0.40000,1841283421,LISA M GITELSON DMD PC,4734 RIVER RD N,,KEIZER,OR,973034536,5034634663,Dental,,,,,,,,,,,,,,
0.40000,1710970330,FRED BLACK MD PC,2282 NW TROOST ST,SUITE 103,ROSEBURG,OR,974716071,5416720497,Family Medicine,,,,,,,,,,,,,,
0.40000,1104819507,NOBLE CARE INC,PO BOX 2917,,CLACKAMAS,OR,970152917,5037421692,Land Transport,,,,,,,,,,,,,,
0.40000,1811981053,COOS COUNTY OREGON,281 LACLAIR STREET,,COOS BAY,OR,97420,5412666700,Mental Health,Mental Health (Including Community Mental Health Center),Health Maintenance Organization,,,,,,,,,,,,
0.40000,1902890098,MCCLEERY CHIROPRACTIC HEALTH CENTRE PC,404 NE GREENWOOD AVE,,BEND,OR,977014608,5413897103,Chiropractor,,,,,,,,,,,,,,
0.40000,1558355339,ONTARIO CLINIC PHARMACY,293 SW 13TH ST,,ONTARIO,OR,979144530,5418811213,Pharmacist,,,,,,,,,,,,,,
0.40000,1952395733,ONTARIO PHARMACY INC,555 SW 4TH AVE,,ONTARIO,OR,979142643,5418892775,Pharmacist,,,,,,,,,,,,,,
0.40000,1972597763,CURRY COUNTY HUMAN SERVICES,PO BOX 746,,GOLD BEACH,OR,974440746,5412474082,Community/Behavioral Health,Rehabilitation - Substance Use Disorder,,,,,,,,,,,,,
0.40000,1467446195,GRANDE RONDE HOSPITAL INC.,PO BOX 3290,,LA GRANDE,OR,978507290,5419638421,Critical Access,,,,,,,,,,,,,,
0.40000,1669467916,V2 FAMILY & COSMETIC DENTISTRY,398 NE NORTON LN,,MCMINNVILLE,OR,971288481,5035690953,General Practice,,,,,,,,,,,,,,
0.40000,1235124462,NEW DIRECTIONS NORTHWEST INC,PO BOX 1005,2100 MAIN ST,BAKER CITY,OR,978141005,5415237400,Clinic/Center,Mental Health (Including Community Mental Health Center),,,,,,,,,,,,,
0.40000,1700871852,TERRY'S PHARMACY INC,1719 NE 16TH AVE,,PORTLAND,OR,972124422,5032884646,Pharmacy,,,,,,,,,,,,,,
0.40000,1285629279,MORRIS BUTTON MD & ELIZABETH STONE MD PC,5051 SE HAWTHORNE BLVD,,PORTLAND,OR,972153255,5032349287,Surgery,,,,,,,,,,,,,,
0.40000,1407841406,DRS MAUCK & PERKINS OPT PC,PO BOX 883,,THE DALLES,OR,970580883,5412962911,Optometrist,,,,,,,,,,,,,,
0.40000,1548255466,PRESBYTERIAN NURSING HOME,1085 N OREGON ST,,ONTARIO,OR,979141549,5418899133,Skilled Nursing Facility,,,,,,,,,,,,,,
0.40000,1922093889,ERNMAUR INC,390 CHURCH ST,,SUBLIMITY,OR,97385,5037693499,Alzheimer Center (Dementia Center),Nursing Facility/Intermediate Care Facility,Skilled Nursing Facility,,,,,,,,,,,,
0.40000,1942295753,SPECIAL PROCEDURES INC,1550 OAK ST,SUITE #2,EUGENE,OR,974017701,5414844988,Physiological Laboratory,,,,,,,,,,,,,,
0.40000,1255326062,FOCAL POINT,1550 OAK STREET,SUITE 6,EUGENE,OR,97401,5416836341,,,,,,,,,,,,,,,
0.40000,1013903681,JOHN D BEALS DDS PC,646 SW RIMROCK DR,,REDMOND,OR,977561937,5415485105,Dentist,,,,,,,,,,,,,,
0.40000,1164418745,GRANT COUNTY HEALTH DEPARTMANE,528 E MAIN ST,,JOHN DAY,OR,978451240,5415750429,Family,,,,,,,,,,,,,,
0.40000,1053307413,WILLAMETTE VISION CENTER INC,3400 STATE ST,#G-770,SALEM,OR,973015861,5035856700,Optometrist,,,,,,,,,,,,,,
0.40000,1902892391,PEACEHEALTH,PO BOX 569,,EUGENE,OR,974400569,5416867191,Critical Access,,,,,,,,,,,,,,
0.40000,1598751802,MURRAY SCHOLLS OPTIQUE INC,14600 SW MURRAY SCHOLLS DR,SUITE 104,BEAVERTON,OR,970079712,5035796695,Optometrist,,,,,,,,,,,,,,
0.40000,1538155825,KLAMATH HEALTH PARTNERSHIP INC,2074 SOUTH 6TH STREET,,KLAMATH FALLS,OR,976013372,5418518110,Federally Qualified Health Center (FQHC),,,,,,,,,,,,,,
0.40000,1699761932,ROGUE VALLEY PHYSICIANS,2900 DOCTORS PARK DR,,MEDFORD,OR,975048127,5418429649,Family Medicine,Internal Medicine,Gynecology,Pediatrics,Primary Care,,,,,,,,,,
0.40000,1477549194,INSTITUTE OF DIABETES AND ENDOCRINOLOGY PC,221 W STEWART AVE,SUITE 101,MEDFORD,OR,975013609,5417762003,Internal Medicine,Endocrinology - Diabetes & Metabolism,,,,,,,,,,,,,
0.40000,1386630010,BRIAN KNIGHT DO LLC,1217 NE BURNSIDE RD,SUITE 103,GRESHAM,OR,97030,5034891999,Neuromusculoskeletal Medicine & OMM,,,,,,,,,,,,,,
0.40000,1306833074,CLATSOP CARE CENTER HEALTH DISTRICT,646 16TH ST,,ASTORIA,OR,971033709,5033250313,In Home Supportive Care,Skilled Nursing Facility,,,,,,,,,,,,,
0.40000,1104813781,RETINA NORTHWEST P.C.,2525 NW LOVEJOY ST,SUITE 100,PORTLAND,OR,972102859,,Ophthalmology,,,,,,,,,,,,,,
0.40000,1871580225,MARIAN DE STOPPELAAR DMD PC,2305 S E WASHINGTON ST,STE 103,MILWAUKIE,OR,972227647,5037866895,Pediatric Dentistry,,,,,,,,,,,,,,
0.40000,1104813393,CAROL E SWEENEY,2865 NW 29TH ST,,CORVALLIS,OR,973303516,5417520083,Specialist,,,,,,,,,,,,,,
0.40000,1558358721,HEART CLINIC OF SOUTHERN OREGON & NORTHERN CALIFORNIA PC,520 MEDICAL CENTER DR,STE 200,MEDFORD,OR,975044334,5412826600,Cardiovascular Disease,,,,,,,,,,,,,,
0.40000,1285621268,SHERWOOD PARK NURSING HOME INC,4062 ARLETA AVE NE,,KEIZER,OR,973034758,5033902271,Skilled Nursing Facility,,,,,,,,,,,,,,
0.40000,1386631422,CML INC,4254 WEATHERS ST NE,,SALEM,OR,973011933,5035854602,Nursing Facility/Intermediate Care Facility,,,,,,,,,,,,,,
0.40000,1467449462,THE UROLOGY CLINIC PC,501 N GRAHAM ST,STE 420,PORTLAND,OR,972271654,5032887303,Urology,,,,,,,,,,,,,,
0.40000,1922095934,SISTERS OF ST. MARY OF OREGON - MARYVILLE CORPORATION,14645 SW FARMINGTON RD,,BEAVERTON,OR,970072727,5036438626,Skilled Nursing Facility,,,,,,,,,,,,,,
0.40000,1225025216,VILLAGE HEALTH CARE,3955 SE 182ND AVE,,GRESHAM,OR,970305036,5036650183,Skilled Nursing Facility,,,,,,,,,,,,,,
0.40000,1245228980,KLAMATH FA MILY PRACTICE CENTER PC,PO BOX 5234,,KLAMATH FALLS,OR,976010203,(541) 238-6462,Family Medicine,,,,,,,,,,,,,,
0.40000,1558359372,G & R INC,424 MAIN ST,,NYSSA,OR,979133900,5413722222,Pharmacist,,,,,,,,,,,,,,
0.40000,1609864396,TERWILLIGER DENTAL PC,7405 SW BARBUR BLVD,SUITE 200,PORTLAND,OR,972192287,5032463034,General Practice,,,,,,,,,,,,,,
0.40000,1982692372,SHERMAN COUNTY HEALTH DISTRICT,PO BOX 186,,MORO,OR,970390186,5415650536,Family,,,,,,,,,,,,,,
0.40000,1861480287,MARGARET A BOONE DMD PC,30485 SW BOONES FERRY RD,SUITE 203,WILSONVILLE,OR,970707845,5036823743,Dentist,,,,,,,,,,,,,,
0.40000,1386632214,ASHLAND DRUG INC.,53 N. SECOND ST.,,ASHLAND,OR,97520,5414823366,Pharmacy,,,,,,,,,,,,,,
0.40000,1225026123,PARKROSE FAMILY DENTAL,7346 NE SANDY BLVD,SUITE A,PORTLAND,OR,972135758,5032877899,General Practice,,,,,,,,,,,,,,
0.40000,1063400968,ALDER MEDICAL CENTER PC,PO BOX 5750,,BROOKINGS,OR,974150125,5414695919,Family Medicine,,,,,,,,,,,,,,
0.40000,1548259252,JOHN H FRICK DMD PC,2150 NE DIVISION ST,#210,GRESHAM,OR,970305813,5036669436,Pediatric Dentistry,,,,,,,,,,,,,,
0.40000,1295724870,SAMARITAN HEART OF THE VALLEY,2750 NW HARRISON BLVD,,CORVALLIS,OR,973305208,5417684000,Skilled Nursing Facility,,,,,,,,,,,,,,
0.40000,1346239670,INTERLINK HEALTH SERVICES,4660 NE BELKNAP CT,SUITE 209,HILLSBORO,OR,971245113,5036402000,Exclusive Provider Organization,,,,,,,,,,,,,,
0.40000,1063401198,GRESHAM PROFESSIONAL PHARMACY,24076 SE STARK ST,SUITE 100,GRESHAM,OR,970303373,5034910117,Pharmacist,Community/Retail Pharmacy,,,,,,,,,,,,,
0.40000,1275523268,INICE GOUGH DC PC,PO BOX 2178,,SISTERS,OR,977592178,5415493583,Chiropractor,,,,,,,,,,,,,,
0.40000,1912997750,PENDLETON INTERNAL MEDICINE SPECIALISTS PC,1100 SOUTHGATE,SUITE #2,PENDLETON,OR,978013974,5412761911,Internal Medicine,,,,,,,,,,,,,,
0.40000,1982694345,TREASURE VALLEY MEDICAL GROUP,351 SW 9TH ST,,ONTARIO,OR,979142639,5418817370,Medical Specialty,,,,,,,,,,,,,,
0.40000,1700876117,ROSEBURG RADIOLOGISTS PC,PO BOX 1547,,ROSEBURG,OR,974700361,5416734303,Diagnostic Radiology,,,,,,,,,,,,,,
0.40000,1508857657,PORTLAND FAMILY PRACTICE INC.,541 NE 20TH AVE,SUITE 210,PORTLAND,OR,972322862,5032336940,Family Medicine,,,,,,,,,,,,,,
0.40000,1972594059,RENAL CARE CONSULTANTS PC,2868 CREEKSIDE CIR,,MEDFORD,OR,975048442,5417764805,Renal Dialysis,,,,,,,,,,,,,,
0.40000,1255322194,CALCAGNO PEDIATRICS PC,24850 SE STARK ST,STE 150,GRESHAM,OR,970308316,5034910714,Pediatrics,,,,,,,,,,,,,,
0.40000,1750372553,WESTERN LANE AMBULANCE DISTRICT,410 9TH ST,P.O. BOX 2690,FLORENCE,OR,974397398,5419979614,Land Transport,,,,,,,,,,,,,,
0.40000,1316938111,BIO-TEK MEDICAL INC,PO BOX 3212,,SALEM,OR,973020212,5035819433,Oxygen Equipment & Supplies,,,,,,,,,,,,,,
0.40000,1750372579,DOMINICAN HEALTH SERVICES,351 SW 9TH ST,,ONTARIO,OR,979142639,5418817020,Family Medicine,,,,,,,,,,,,,,
