1487657425,KING'S MANAGEMENT & LEASING LLC,1894 GEORGETOWN RD,,HUDSON,OH,442364058,3305281828,Physiological Laboratory,,,,,,,,,,,,,,
1306840632,DAYSPRING HEALTH CARE CORP,22021 BROOKPARK RD,STE 123,FAIRVIEW PARK,OH,441263100,4406140160,Skilled Nursing Facility,,,,,,,,,,,,,,
1629070834,MERRITT MEDICAL INC,23293 COMMERCE PARK,,CLEVELAND,OH,441225808,2167659005,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
1871595066,MOLECULAR IMAGING OF HAMILTON,PO BOX 20347,,CANTON,OH,447010347,3304911490,Specialist,,,,,,,,,,,,,,
1790787968,CANTERBURY VILLA OPERATIONS CORP,22021 BROOKPARK RD,STE 123,FAIRVIEW PARK,OH,441263100,4406140160,Skilled Nursing Facility,Parenteral & Enteral Nutrition,,,,,,,,,,,,,
1467454546,MEIGS COUNTY GENERAL HEALTH DISTRICT,112 E MEMORIAL DR,SUITE A,POMEROY,OH,457699569,7409926626,Public Health or Welfare,,,,,,,,,,,,,,
1093717043,MEDICINE STORE,231 N HIGH ST,,HILLSBORO,OH,451331128,9373931996,Pharmacy,,,,,,,,,,,,,,
1376547638,BALTIC HEALTH CARE CORP,25000 COUNTRY CLUB BLVD,SUITE 255,NORTH OLMSTED,OH,440705344,4406140160,Skilled Nursing Facility,,,,,,,,,,,,,,
1053313007,CHILDRENS SURGERY CENTER,660 CHILDRENS DR,,COLUMBUS,OH,432052649,6147222920,Ambulatory Surgical,,,,,,,,,,,,,,
1659375673,CITY HOSPITAL ASSOCIATION,425 W FIFTH ST,,EAST LIVERPOOL,OH,439202405,3303857200,General Acute Care Hospital,,,,,,,,,,,,,,
1831193739,NURAY RADIOLOGISTS INC,PO BOX 42417,,CINCINNATI,OH,452420417,5139658041,Specialist,,,,,,,,,,,,,,
1841294832,NEW DAWN HEALTH CARE INC,865 E IRON AVE,,DOVER,OH,446222099,3303435521,Skilled Nursing Facility,,,,,,,,,,,,,,
1417951468,MERCY HEALTH-LOURDES HOSPITAL LLC,PO BOX 636545,,CINCINNATI,OH,452636545,2704442444,Rehabilitation Unit,,,,,,,,,,,,,,
1265436000,ADVANCED INFUSION SERVICES LTD,160 OPPORTUNITY PKWY,,AKRON,OH,443072211,3309723311,Pharmacy,,,,,,,,,,,,,,
1457355133,ELI RUBENSTEIN MD INC,7224 WINDING WAY,,CINCINNATI,OH,452363341,5136216680,Specialist,,,,,,,,,,,,,,
1255335048,ORTHOPAEDIC PHYSICAL THERAPY AND ASSOCIATES INC.,10400 READING ROAD,SUITE 105,CINCINNATI,OH,452414839,5137333370,Physical Therapy,,,,,,,,,,,,,,
1588668305,COUNTY OF ASHTABULA,5740 DIBBLE RD,,KINGSVILLE,OH,440489809,4402242161,Skilled Nursing Facility,,,,,,,,,,,,,,
1770587446,CHILDREN'S HOME CARE GROUP,CHILDREN'S HOME CARE GROUP,ONE PERKINS SQUARE,AKRON,OH,443081062,3305435000,Home Health,,,,,,,,,,,,,,
1841294550,JAMES C BIEBER OD,2098 TREMONT CENTER,,COLUMBUS,OH,43221,6144865205,Optometrist,,,,,,,,,,,,,,
1487658191,CINCINNATI MED LAB,5558 CHEVIOT RD,,CINCINNATI,OH,452477094,5133855457,Clinical Medical Laboratory,,,,,,,,,,,,,,
1679577365,REHABILITATION ELECTRODIAGNOSTIC MEDICINE INC,PO BOX 42461,,CINCINNATI,OH,452420461,5139658041,Specialist,,,,,,,,,,,,,,
1780688408,WILLIAM M SINGERLY STEAM FIRE,PO BOX 638423,,CINCINNATI,OH,452638423,9374243701,Ambulance,Land Transport,,,,,,,,,,,,,
1215931969,KUMAR MUKERJEE MD INC,25 W HARDING RD,,SPRINGFIELD,OH,455041341,9373990453,Specialist,,,,,,,,,,,,,,
1902800667,CITY OF BRUNSWICK,10361 SPARTAN DR,,CINCINNATI,OH,452151220,8009621484,Ambulance,Land Transport,,,,,,,,,,,,,
1265436927,WATERVILLE FAMILY PHYSICIANS INC.,900 WATERVILLE MONCLOVA RD,STE A,WATERVILLE,OH,435661169,4198782026,Family Medicine,,,,,,,,,,,,,,
1528062171,DAVID E CHILDS JR,360 WABASH AVE N,,BREWSTER,OH,446131042,3307673451,Skilled Nursing Facility,,,,,,,,,,,,,,
1033113683,FEET FIRST PODIATRY INC.,6200 PLEASANT AVE,SUITE 3,FAIRFIELD,OH,450144670,5138299333,Podiatrist,,,,,,,,,,,,,,
1396749057,SHILOH SPRINGS CARE CENTER,3500 SHILOH SPRINGS RD,,TROTWOOD,OH,454262260,9378541180,Skilled Nursing Facility,,,,,,,,,,,,,,
1942204581,CENTER PHARMACY INC,447 MAIN ST,,WELLSVILLE,OH,439681685,3305321555,Durable Medical Equipment & Medical Supplies,Pharmacy,Community/Retail Pharmacy,,,,,,,,,,,,
1295739928,INTEGRATED MEDICAL INC,15627 NEO PKWY,,CLEVELAND,OH,441283150,2163321550,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
1679577167,WHITEHALL SURGERY CENTER,1030 REFUGEE ROAD,SUITE 160,PICKERINGTON,OH,43147,6146047444,Ambulatory Surgical,,,,,,,,,,,,,,
1609870138,ELIZA JENNINGS HOME,10603 DETROIT AVE,,CLEVELAND,OH,441021647,2162260282,Skilled Nursing Facility,,,,,,,,,,,,,,
1497759849,ELIZA JENNINGS INC,26376 JOHN RD,,OLMSTED FALLS,OH,441381277,4402357100,Skilled Nursing Facility,,,,,,,,,,,,,,
1760486153,JENNINGS CENTER FOR OLDER ADULTS,10204 GRANGER RD,,GARFIELD HEIGHTS,OH,441253106,2165812900,Home Health,Skilled Nursing Facility,,,,,,,,,,,,,
1679578017,KEVIN LAURENCE OUTWATER,2660 W MARKET ST,STE 300,FAIRLAWN,OH,443334206,3308692635,Physical Therapist,,,,,,,,,,,,,,
1871598284,HENRY COUNTY AUDITORS OFFICE,1843 OAKWOOD AVE,,NAPOLEON,OH,435459243,4195995545,Public Health or Welfare,,,,,,,,,,,,,,
1306841713,SWANTON HEALTH CARE & RETIREMENT CENTER INC,214 S MUNSON RD,,SWANTON,OH,435581210,4198251145,Skilled Nursing Facility,,,,,,,,,,,,,,
1215932637,MERCY HOME HEALTH CARE,4370 GLENDALE MILFORD RD,,CINCINNATI,OH,452423706,5139814504,Home Health,,,,,,,,,,,,,,
1336144732,LIMA MEMORIAL JOINT OPERATING COMPANY,1001 BELLEFONTAINE AVE,,LIMA,OH,458042800,4192265165,General Acute Care Hospital,,,,,,,,,,,,,,
1518962828,HOSPICE OF GUERNSEY INC,PO BOX 1165,,CAMBRIDGE,OH,437256165,7404327440,Hospice Care - Community Based,,,,,,,,,,,,,,
1588669899,JO-LIN HEALTH CENTER INC.,1050 CLINTON ST,,IRONTON,OH,456382876,7405326096,Skilled Nursing Facility,,,,,,,,,,,,,,
1134124340,PULMONARY PHYSICIANS INC,2600 TUSCARAWAS ST W,STE 100,CANTON,OH,447084696,3304528844,Critical Care Medicine,,,,,,,,,,,,,,
1285639385,BELMONT COMMUNITY HOSPITAL INC,4697 HARRISON ST,,BELLAIRE,OH,439061338,7406711456,Family Medicine,Internal Medicine,Pediatrics,General Acute Care Hospital,,,,,,,,,,,
1043215213,CINCINNATI SPORTSMEDICINE AND ORTHOPAEDIC CENTER,10663 MONTGOMERY RD,,CINCINNATI,OH,452424403,5133479999,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
1902801913,TRINITY ORTHOTICS INC,230 NORTHLAND BLVD,SUITE 231,CINCINNATI,OH,452463600,5137712603,Orthotic Fitter,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,
1518962547,MARYSVILLE OBSTETRICS AND GYNECOLOGY INC.,150 MOREY DR,,MARYSVILLE,OH,430401646,9376442541,Specialist,,,,,,,,,,,,,,
1184629115,ST. VINCENT MERCY MEDICAL CENTER,2222 CHERRY ST,STE 1100,TOLEDO,OH,436082682,4192518052,Children,,,,,,,,,,,,,,
1285639062,OHIO ORTHOPEDIC SURGERY INSTITUTE LLC,PO BOX 633607,,CINCINNATI,OH,452633607,6148278777,Ambulatory Surgical,,,,,,,,,,,,,,
1508861303,CENTER FOR RESEARCH IN SLEEP DISORDERS,1275 E KEMPER RD,,CINCINNATI,OH,452463901,5136713101,Specialist,,,,,,,,,,,,,,
1326043985,MLB HILLTOP HEALTH FACILITIES INC.,2586 LAFEUILLE AVE,,CINCINNATI,OH,452118209,5136620089,Skilled Nursing Facility,,,,,,,,,,,,,,
1235134891,CITY OF COSHOCTON,400 BROWNS LN,,COSHOCTON,OH,438122044,7406221736,Home Health,,,,,,,,,,,,,,
1619972254,COMPUNET CLINICAL LABORATORIES LLC,2308 SANDRIDGE DR,,MORAINE,OH,454391847,9372960844,Clinical Medical Laboratory,,,,,,,,,,,,,,
1639174204,SHELBY COUNTY MEMORIAL HOSPITAL ASSOCIATION,915 MICHIGAN ST,,SIDNEY,OH,453652401,9374982311,General Acute Care Hospital,,,,,,,,,,,,,,
1952306532,THE CENTER FOR VEIN THERAPY,PO BOX 73441,,CLEVELAND,OH,441930002,6142652921,Internal Medicine,,,,,,,,,,,,,,
1144225772,MID-OHIO AMBULANCE SERVICE INC,PO BOX 985,,LANCASTER,OH,43130,7406546100,Land Transport,,,,,,,,,,,,,,
1902802481,COUNTY OF PUTNAM OFFICE OF AUDITOR,575 O-G ROAD SUITE 3,,OTTAWA,OH,45875,4195234449,Nursing Care,,,,,,,,,,,,,,
1649276031,COMPREHENSIVE FAMILY MEDICINE,PO BOX 25547,,GARFIELD HEIGHTS,OH,441250547,4407170077,Family Medicine,,,,,,,,,,,,,,
1790781102,CENTER FOR EFFECTIVE LIVING,20800 WESTGATE MALL,STE 200,FAIRVIEW PARK,OH,441261323,4403334949,Psychologist,,,,,,,,,,,,,,
1588660823,SLEEP CARE AMERICA,PO BOX 82332,,COLUMBUS,OH,432020332,6144330614,Contractor,,,,,,,,,,,,,,
1609872944,ADVANCED HOME CARE INC.,4133 E MAIN ST,,COLUMBUS,OH,432132951,6142310099,Home Health,,,,,,,,,,,,,,
1750387031,ST. LUKE'S HOSPITAL,5901 MONCLOVA ROAD,,MAUMEE,OH,435371841,4198935915,General Acute Care Hospital,,,,,,,,,,,,,,
1023014255,CORNELLS PHARMACY LLC,PO BOX 645,,SHELBY,OH,448750645,4193472033,Pharmacy,Community/Retail Pharmacy,,,,,,,,,,,,,
1023014271,GATEWAY HEALTH CARE CENTRES LIMITED PTR,23530 SAINT CLAIR AVE,,EUCLID,OH,441172513,2164864949,Skilled Nursing Facility,,,,,,,,,,,,,,
1689670978,GASTROENTEROLOGY GROUP INC,570 WHITE POND DRIVE,SUITE #200,AKRON,OH,44320,3308690954,Specialist,,,,,,,,,,,,,,
1699771816,NORTH COAST ORTHOTICS AND PROSTHETICS INC,6100 S BROADWAY,STE 104,LORAIN,OH,440533875,4402334314,Prosthetic/Orthotic Supplier,,,,,,,,,,,,,,
1215933569,CONSOLIDATED CARE INC,PO BOX 817,,WEST LIBERTY,OH,433570817,9374658065,Addiction (Substance Use Disorder),Mental Health,,,,,,,,,,,,,
1538165626,CLEVELAND FOOT AND ANKLE CLINIC,10515 CARNEGIE AVE,,CLEVELAND,OH,441063016,2162313300,Podiatric,,,,,,,,,,,,,,
1003812983,CITY OF EAST PALESTINE OFFICE OF TREASURER,10361 SPARTAN DR,,CINCINNATI,OH,452151220,8009621484,Land Transport,,,,,,,,,,,,,,
1982600862,MEDICAL SERVICE ASSOCIATES OF XENIA INC,1141 N MONROE DR,,XENIA,OH,453851619,9373522787,Family Medicine,Orthopaedic Surgery,Pediatrics,Physical Medicine & Rehabilitation,Plastic Surgery,,,,,,,,,,
1639175540,KNOX DIAGNOSTIC IMAGING LLC,1330 COSHOCTON AVE,,MOUNT VERNON,OH,43050,7403939100,Specialist,,,,,,,,,,,,,,
1750387429,THE CITY HOSPITAL ASSOCIATION,425 W FIFTH ST,,EAST LIVERPOOL,OH,439202405,3303862633,Skilled Nursing Facility,,,,,,,,,,,,,,
1255337952,DANIEL L FRENCH PSC,11490 SPRINGFIELD PIKE,,CINCINNATI,OH,452463524,5136723309,Family Medicine,,,,,,,,,,,,,,
1851397590,BRETHREN CARE INC,2000 CENTER ST,,ASHLAND,OH,448054325,4192861585,Skilled Nursing Facility,,,,,,,,,,,,,,
1326044033,CENTRAL OHIO NEUROLOGICAL SURGEONS INC.,955 EASTWIND DR,,WESTERVILLE,OH,430813376,8884441203,Neurological Surgery,,,,,,,,,,,,,,
1235135047,MIAMI VALLEY SLEEP CENTER LLC,PO BOX 418,,WORTHINGTON,OH,430850418,6144101266,Contractor,,,,,,,,,,,,,,
1578569273,HAND AND RECONSTRUCTIVE SURGEONS INC,2350 MIAMI VALLEY DR,STE 310,DAYTON,OH,454594778,9374354263,Surgery of the Hand,,,,,,,,,,,,,,
1942206677,PODIATRIC SURGI CENTER INC,64 EXECUTIVE DR,,NORWALK,OH,448579568,4196633338,Ambulatory Surgical,,,,,,,,,,,,,,
1275539876,MANUEL GARCIA PROSTHETICS LAB INC,8180 PEARL RD,,STRONGSVILLE,OH,441361634,4402431085,Prosthetic/Orthotic Supplier,,,,,,,,,,,,,,
1558367169,CARDIAC ANESTHESIA ASSOCIATES OF ZANESVILLE INC,200 NORTHLAND BLVD FL 1,,CINCINNATI,OH,452463604,5136724128,Anesthesiology,,,,,,,,,,,,,,
1679570105,TRI STATE MEDICAL SUPPLY,732 S SHOOP AVE,P.O. BOX 251,WAUSEON,OH,435671707,4193372399,Oxygen Equipment & Supplies,,,,,,,,,,,,,,
1982601456,FLOWER HOSPITAL,5200 HARROUN RD,,SYLVANIA,OH,435602168,4198241444,General Acute Care Hospital,Hearing Aid Equipment,,,,,,,,,,,,,
1649277054,STOFCHECK AMBULANCE SERVICE INC,PO BOX 333,220 S HIGH STREET,LA RUE,OH,433320333,7404992200,Ambulance,,,,,,,,,,,,,,
1154328565,MED STAR EMERGENCY MEDICAL SERVICES AND TRANSPORT INC,PO BOX 2156,,WARREN,OH,444840156,3303698084,Ambulance,,,,,,,,,,,,,,
1194722603,DAYTON OPTOMETRIC CENTER INC.,813 TROY ST.,,DAYTON,OH,454041852,9372282020,,,,,,,,,,,,,,,
1861499170,GLENMONT,4599 AVERY RD,,HILLIARD,OH,430269786,6148760084,Religious Nonmedical Health Care Institution,,,,,,,,,,,,,,
1699772822,ASSOCIATES IN FOOT & ANKLE CARE INC,1170 NILES CORTLAND RD,SUITE 1,NILES,OH,444463591,3305444141,Foot & Ankle Surgery,,,,,,,,,,,,,,
1154328425,ELECTRO DIAGNOSTIC MEDICINE AND REHABILITATION SPECIALISTS LLC,10547 MONTGOMERY RD STE 700,,MONTGOMERY,OH,452424418,5134898000,Specialist,,,,,,,,,,,,,,
1528065737,WESLEYAN VILLAGE,807 WEST AVE,,ELYRIA,OH,440355898,4402849000,Skilled Nursing Facility,,,,,,,,,,,,,,
1811994197,RADIOLOGY CONSULTANTS OF SE INDIANA PC,PO BOX 42796,,CINCINNATI,OH,452420796,5139658041,Specialist,,,,,,,,,,,,,,
1528065778,KARE MEDICAL TRANSPORT SERVICES LTD,PO BOX 110,,MARYSVILLE,OH,430400110,9375780263,Land Transport,,,,,,,,,,,,,,
1346247350,SOUTHEASTERN OHIO REGIONAL MEDICAL CENTER INC,1341 CLARK ST,,CAMBRIDGE,OH,437259614,7404398179,Rural,,,,,,,,,,,,,,
1043217011,MEIGS CENTER LTD PTRS,333 PAGE ST,,MIDDLEPORT,OH,457601391,7409926472,Skilled Nursing Facility,,,,,,,,,,,,,,
1821095910,SURGERY CENTER,19250 BAGLEY RD,,CLEVELAND,OH,441303314,4408263240,Ambulatory Surgical,,,,,,,,,,,,,,
1194722215,MIDWEST MEDICAL SUPPLY CORP.,24340 SPERRY DR,1ST FLOOR,WESTLAKE,OH,441451565,4408350660,Parenteral & Enteral Nutrition,,,,,,,,,,,,,,
1457358426,COLONIAL MANOR,747 S MOUNT VERNON AVE,,LOUDONVILLE,OH,448421416,4199944191,Nursing Facility/Intermediate Care Facility,,,,,,,,,,,,,,
1992702963,BREWSERS ATHLETIC CLUB INC,849 HARMON AVE,SUITE B,COLUMBUS,OH,432232411,6142911677,Durable Medical Equipment & Medical Supplies,Pharmacy,,,,,,,,,,,,,
1003813148,FAIRLAWN HAVEN,407 E LUTZ RD,,ARCHBOLD,OH,435021252,4194453074,Skilled Nursing Facility,,,,,,,,,,,,,,
1558368530,R & G NURSING CARE INC.,849 N AURORA RD,,AURORA,OH,442029504,3305623120,Skilled Nursing Facility,,,,,,,,,,,,,,
1184621161,WAYNE HOSPITAL COMPANY,835 SWEITZER ST,,GREENVILLE,OH,453311007,9375481141,Rural,,,,,,,,,,,,,,
1255338257,GAIL J. RYMER AND ASSOCIATES INC.,PO BOX 373,,BELPRE,OH,457140373,7404234743,Psychologist,,,,,,,,,,,,,,
1538166400,BKP AMBULANCE DISTRICT,439 S MAIN ST,,KENTON,OH,433261946,4196744574,Emergency Medical Technician - Paramedic,,,,,,,,,,,,,,
1700883741,CHILDREN'S HOME CARE OF DAYTON,18 CHILDREN'S PLZ,,DAYTON,OH,454041867,9376414663,Home Health,Home Infusion,Durable Medical Equipment & Medical Supplies,Parenteral & Enteral Nutrition,,,,,,,,,,,
1902803703,BEAVERTOWN CLINIC INC,3017 WILMINGTON PIKE,,KETTERING,OH,454294169,9372942555,Family Medicine,,,,,,,,,,,,,,
1972500619,BEDFORD COUNSELING CENTERS,PO BOX 1058,,CIRCLEVILLE,OH,431135058,2164620270,Counselor,,,,,,,,,,,,,,
1104823889,MANSFIELD FAMILY PRACTICE,248 BLYMYER AVE,,MANSFIELD,OH,449032306,4195242212,Family Medicine,,,,,,,,,,,,,,
1528065232,PHYLLIS KUEHNL PHD & ASSOC. INC.,14 REMICK BLVD,STE 204,SPRINGBORO,OH,450669168,9378869080,Clinical,,,,,,,,,,,,,,
1609874304,A TOUCH OF GRACE INC.,310B COSHOCTON AVE,,MOUNT VERNON,OH,430502632,7403978824,Home Health,,,,,,,,,,,,,,
1437156247,CITY OF WOOSTER,1761 BEALL AVE,,WOOSTER,OH,446912342,3302638100,General Acute Care Hospital,,,,,,,,,,,,,,
1922005743,ROCKSIDE FAMILY DENTAL CARE,6132 W CREEK RD,,INDEPENDENCE,OH,441312130,2165248481,General Practice,,,,,,,,,,,,,,
1740288471,CONSULTING PATHOLOGISTS CORP,5700 SOUTHWYCK BLVD,,TOLEDO,OH,436141509,8002888325,Anatomic Pathology & Clinical Pathology,,,,,,,,,,,,,,
1932107687,CITY OF BELLEFONTAINE,201 W SANDUSKY AVE,,BELLEFONTAINE,OH,433111417,9375996168,Land Transport,,,,,,,,,,,,,,
1417955170,NATIONWIDE CHILDREN'S HOSPITAL HOMECARE,255 E MAIN ST,,COLUMBUS,OH,432155222,6143551100,Home Health,Home Infusion,Hospice Care - Community Based,,,,,,,,,,,,
1588662258,RENEES SURVIVOR SHOP LLC,5401 SECOR RD,,TOLEDO,OH,436231930,4194710603,Durable Medical Equipment & Medical Supplies,,,,,,,,,,,,,,
1528065307,NOBLE COUNTY,44069 MARIETTA RD,,CALDWELL,OH,437249124,7407324958,Home Health,,,,,,,,,,,,,,
1346248804,LINCOLN PARK ASSOCIATES II LTD PTR,694 ISAAC PRUGH WAY,,KETTERING,OH,454293481,9372974300,Assisted Living Facility,Skilled Nursing Facility,,,,,,,,,,,,,
