1699778829, 2, , <UNAVAIL>, CHIPPEWA VALLEY ORTHOPEDICS AND SPORTS MEDICINE CLINIC SC, , , , , , , , , , , , , , , , 1200 OAKLEAF WAY, SUITE A, ALTOONA, WI, 547202245, US, 7158321400, 7158324187, 1200 OAKLEAF WAY, SUITE A, ALTOONA, WI, 547202245, US, 7158321400, 7158324187, 05/23/2005, 10/27/2014, , , , , DRAWBERT, JOHN, PAUL, PRESIDENT, 7158321400, 207T00000X, , , N, 207X00000X, , , Y, 208VP0014X, 54216, WI, N, 213ES0103X, , , N, 261QM1200X, , , N, 332B00000X, , WI, N, 363A00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2416091, 01, WI, UNITED HEALTHCARE, =========015, 01, WI, BLUE CROSS BLUE SHIELD, 41741700, 05, WI, , 542R9CH, 01, WI, BCBS OF MN, 220399400, 01, WI, OWCP, 21278700, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , M.D., 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , 
1841293768, 2, , <UNAVAIL>, COUNTY OF LINCOLN, , , , , , , LINCOLN COUNTY EMS, 3, , , , , , , , 801 N SALES ST, SUITE 201, MERRILL, WI, 544521633, US, 7155361019, 7155398054, 801 N SALES ST, SUITE 201, MERRILL, WI, 544521633, US, 7155391019, 7155398054, 05/24/2005, 11/11/2008, , , , , RAUCHLE, DEBORAH, A, ADMINISTRATIVE SECRETARY, 7155391019, 3416L0300X, 6020121, WI, N, 3416L0300X, 6000121, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 41329500, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1588667406, 2, , <UNAVAIL>, COUNTY OF DUNN, , , , , , , DUNN COUNTY DEPARTMENT OF HUMAN SERVICES & ADRC, 3, , , , , , , , 3001 US HIGHWAY 12 EAST, SUITE 160, MENOMONIE, WI, 547513045, US, 7152321116, 7152325987, 3001 US HIGHWAY 12 EAST, SUITE 160, MENOMONIE, WI, 547513045, US, 7152321116, 7152325987, 05/24/2005, 07/17/2015, , , , , KORPELA, KRISTIN, M, DIRECTOR, 7152312750, 101YM0800X, 1287, WI, N, 101YP2500X, 1287, WI, N, 103TB0200X, 1287, WI, N, 106H00000X, 1287, WI, N, 163WP0808X, 1287, WI, N, 2084P0800X, 1287, WI, N, 261QM0801X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 67551DU, 01, WI, COMPREHENSIVE CARE SERV, 42141400, 05, WI, , 60011400, 05, WI, , =========013, 01, WI, BC & BS OF WI PROVIDER ID, 260050222, 01, WI, RAILROAD MEDICARE, 9009DU, 01, MN, BC & BS OF MN PROVIDER ID, 94112, 01, WI, PREFERREDONE FACILITY ID, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, COUNTY OF DUNN, <UNAVAIL>, MS., , , 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , 
1003811993, 2, , <UNAVAIL>, WOMEN'S CARE OF WISCONSIN S.C., , , , , , , , , , , , , , , , 3913 W PROSPECT AVE, SUITE LL1, APPLETON, WI, 549148797, US, 9207297105, 9208318306, 200 THEDA CLARK MEDICAL PLAZA, SUITE 130, NEENAH, WI, 54956, US, 9207297105, 9208318306, 06/16/2005, 04/17/2014, , , , , EBERTS, ERIC, G, OWNER, 9207297105, 207V00000X, , WI, N, 207V00000X, 41754-20, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 32890900, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , MD, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, , , , , , , , , , , , , , 
1083619761, 2, , <UNAVAIL>, FAIRHAVEN CORPORATION, , , , , , , , , , , , , , , , 435 W STARIN RD, , WHITEWATER, WI, 531901133, US, 2624733445, 2624735468, 435 W STARIN RD, , WHITEWATER, WI, 531901133, US, 2624733445, 2624735468, 06/17/2005, 08/03/2009, , , , , PETERSON, LINDA, J, DIRECTOR OF HR AND OFFICE SERVICES, 2624732140, 314000000X, 1039, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 20130500, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1730184557, 2, , <UNAVAIL>, NORTHRIDGE DENTAL CENTER S.C., , , , , , , , , , , , , , , , 2327 W APPLE TREE RD, , GLENDALE, WI, 532093311, US, 4143523839, , 7906 N 76TH ST, , MILWAUKEE, WI, 532233916, US, 4143549020, , 06/17/2005, 07/08/2007, , , , , FITCH, JOHN, A, PRESIDENT, 4143549020, 261QD0000X, 5001515-015, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DR., , D.D.S., , , , , , , , , , , , , , , , 
1952306748, 2, , <UNAVAIL>, COUNTY OF MONROE, , , , , , , ROLLING HILLS REHABILITATION CENTER, 3, , , , , , , , 14345 COUNTY HIGHWAY B, , SPARTA, WI, 546564803, US, 6082698800, 6082694386, 14345 COUNTY HIGHWAY B, , SPARTA, WI, 546564803, US, 6082698800, 6082694386, 06/17/2005, 06/14/2011, , , , , BROOKSHAW, GARLYNN, M., ACCOUNTANT, 6082698818, 314000000X, 2379, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 20128500, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1154326692, 2, , <UNAVAIL>, BARABOO DISTRICT AMBULANCE SERVICE, , , , , , , , , , , , , , , , 120 5TH ST, , BARABOO, WI, 539132142, US, 6083563455, 6083563446, 120 5TH ST, , BARABOO, WI, 539132142, US, 6083563455, 6083563446, 06/20/2005, 07/08/2007, , , , , WISE, TERENCE, M, CHIEF DIRECTOR, 6083563455, 3416L0300X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 41322600, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1730184342, 2, , <UNAVAIL>, ST. NICHOLAS HOSPITAL-SISTERS OF THE THIRD ORDER OF ST FRANCIS, , , , , , , ST NICHOLAS HOSPITAL, 3, , , , , , , , 3100 SUPERIOR AVE, , SHEBOYGAN, WI, 530811948, US, 9204598300, 9204528336, 3100 SUPERIOR AVE, , SHEBOYGAN, WI, 530811948, US, 9204598300, 9204528336, 06/20/2005, 01/28/2013, , , , , BAGNALL, ANDREW, , CEO, 9204594705, 282N00000X, 37, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 11009800, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1013913532, 2, , <UNAVAIL>, ROCKWOOD FAMILY HEALTH LLC, , , , , , , , , , , , , , , , 152 W GARLAND ST, , JEFFERSON, WI, 535492029, US, 9206744141, 9206746714, 152 W GARLAND ST, , JEFFERSON, WI, 535492029, US, 9206744141, 9206746714, 06/21/2005, 06/06/2008, , , , , MEYERS, FRANKLIN, BRADFORD, SOLE MEMBER, 9206744141, 207Q00000X, 28978, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 080184575, 01, , MEDICARE RAILROAD, 1000245, 01, WI, PHYSICIANS PLUS INS CORP, K3, 01, WI, DEAN HEALTH PLAN, 21314900, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , M.D., 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1033115456, 2, , <UNAVAIL>, SOKAOGON CHIPPEWA COMMUNITY, , , , , , , , , , , , , , , , 3144 VANZILE RD, , CRANDON, WI, 545208149, US, 7154785180, 7154785904, 3144 VANZILE RD, , CRANDON, WI, 545208149, US, 7154785180, 7154785904, 06/21/2005, 11/07/2016, , , , , DEER, SIERRA, E, CLINIC HEALTH DIRECTOR, 7154785180, 261QF0400X, 32957000, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1538165766, 2, , <UNAVAIL>, COUNTY OF LA CROSSE, , , , , , , LA CROSSE COUNTY HEALTH DEPARTMENT, 3, , , , , , , , 300 4TH ST N, FL 2, LA CROSSE, WI, 546013228, US, 6087859850, 6087859846, 300 4TH ST N, FL 2, LA CROSSE, WI, 546013228, US, 6087859850, 6087859846, 06/22/2005, 02/22/2011, , , , , MORMANN, DOUGLAS, N, HEALTH OFFICER, 6087859723, 251B00000X, 44000400, WI, N, 251E00000X, 41520000, WI, N, 261QP2300X, 41853100, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 41853100, 05, WI, , 43082800, 05, WI, , 44000400, 05, WI, , 41520000, 05, WI, , 43103500, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1801892997, 2, , <UNAVAIL>, SSCK INC, , , , , , , , , , , , , , , , N8114 COUNTY RD WW, , MOUNT CALVARY, WI, 530579607, US, 9207533211, 9207533100, N8114 COUNTY ROAD WW, , MOUNT CALVARY, WI, 530579525, US, 9207533211, 9207533100, 06/23/2005, 01/16/2018, , , , , FLOBERG, JENNA, K, ADMINISTRATOR, 9207533211, 314000000X, 1165, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 20158200, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MISS, , NHA, , , , , , , , , , , , , , , , 
1770589897, 2, , <UNAVAIL>, FMPS LLC, , , , , , , PESHTIGO HEALTH CARE SERVICES PHARMACY, 3, , , , , , , , 121 FRENCH ST, , PESHTIGO, WI, 541571215, US, 7155824140, 7155824196, 121 FRENCH ST, , PESHTIGO, WI, 541571215, US, 7155824140, 7155824196, 06/23/2005, 03/27/2015, , , , , STILLWELL, GUY, , CEO, 6512700038, 333600000X, 9303-42, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2150999, 01, , PK, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1881690873, 2, , <UNAVAIL>, CHIPPEWA MANOR NURSING AND REHABILITATION CORPORATION, , , , , , , , , , , , , , , , 222 CHAPMAN RD, , CHIPPEWA FALLS, WI, 547293253, US, 7157234437, 7157230524, 222 CHAPMAN RD, , CHIPPEWA FALLS, WI, 547293253, US, 7157234437, 7157230524, 06/23/2005, 02/12/2018, , , , , THORSNESS, BRANDON, , PRESIDENT, 7157234437, 314000000X, 2627, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 20105700, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1659377414, 2, , <UNAVAIL>, WOODLAND VILLAGE INC, , , , , , , WOODLANDS HOME HEALTH, 3, , , , , , , , 425 MANOR DR, , SURING, WI, 54174, US, 9208424132, 9208424133, 425 MANOR DR, , SURING, WI, 541749182, US, 9208424132, 9208424133, 06/24/2005, 08/19/2014, , , , , HECKL, JULIA, , ADMINISTRATOR, 9208424132, 251E00000X, 1017, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 41536700, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , RN, , , , , , , , , , , , , , , , 
1396741252, 2, , <UNAVAIL>, WOODLANDS OF OCONTO INC, , , , , , , , , , , , , , , , 430 MANOR DR, , SURING, WI, 541749182, US, 9208421111, 9208421153, 101 1ST ST, , OCONTO, WI, 541531117, US, 9208344575, 9208342537, 06/24/2005, 11/04/2011, , , , , DUFEK, MARY, , ADMINISTRATOR, 9208344575, 314000000X, 5009, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 20191900, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , , , , , , , , , , , , , , , , 
1053317859, 2, , <UNAVAIL>, VILLAGE OF ALLOUEZ, , , , , , , VILLAGE OF ALLOUEZ - FIRE DEPT., 3, , , , , , , , 1900 LIBAL ST, , GREEN BAY, WI, 543012453, US, 9204482800, 9204482850, 135 DAUPHIN ST, , GREEN BAY, WI, 543012109, US, 9204482806, 9204482851, 06/27/2005, 07/08/2007, , , , , FOXWORTHY, SUSAN, L, ADMINISTRATOR, 9204482800, 3416L0300X, 6001005, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 41314400, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MRS., , , , , , , , , , , , , , , , , , 
1063418747, 2, , <UNAVAIL>, NURSING HOMES INC., , , , , , , MAPLEWOOD OF SAUK PRAIRIE, 3, , , , , , , , 245 SYCAMORE ST, , SAUK CITY, WI, 535831013, US, 6086433383, 6086432629, 245 SYCAMORE ST, , SAUK CITY, WI, 535831013, US, 6086433383, 6086432629, 06/27/2005, 12/05/2011, , , , , NACHREINER, JACKIE, R, OFFICE MANAGER, 6086433383, 314000000X, 2249, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 20148200, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1508862129, 2, , <UNAVAIL>, REICHERT & KELSEY PROSTHETICS ORTHOTICS LLC, , , , , , , , , , , , , , , , 5027 GREEN BAY RD, STE 124, KENOSHA, WI, 531441771, US, 2626544300, 2626544305, 5027 GREEN BAY RD, STE 124, KENOSHA, WI, 531441771, US, 2626544300, 2626544305, 06/28/2005, 05/23/2008, , , , , REICHERT, DOUGLAS, E, OWNER, 2626544300, 335E00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========019, 01, WI, BLUE CROSS BLUE SHIELD, 24746, 01, WI, ABP, =========, 01, WI, TIN, 41789200, 05, WI, , 81892, 01, WI, NPN, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , CP, , , , , , , , , , , , , , , , 
1073510632, 2, , <UNAVAIL>, ST JOSEPH RESIDENCE INC, , , , , , , , , , , , , , , , 107 E BECKERT ROAD, , NEW LONDON, WI, 549612598, US, 9209825354, 9209825420, 107 E BECKERT ROAD, , NEW LONDON, WI, 549612598, US, 9209825354, 9209825420, 06/28/2005, 07/08/2007, , , , , ORR, DANIEL, W, ADMINISTRATOR, 9209825354, 314000000X, 2040, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 20132400, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , , , , , , , , , , , , , , , , 
1639176258, 2, , <UNAVAIL>, CITY OF MIDDLETON, , , , , , , CITY OF MIDDLETON EMS, 5, , , , , , , , 7426 HUBBARD AVE, , MIDDLETON, WI, 535623118, US, 6088271040, 6088271040, 2020 PARMENTER ST, , MIDDLETON, WI, 535622628, US, 6088271040, 6088311135, 06/29/2005, 03/14/2012, , , , , WUNSCH, STEVEN, G, EMS DIRECTOR, 6088271040, 3416L0300X, 6000334, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 41339700, 05, WI, , 60201800, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1699772152, 2, , <UNAVAIL>, REGENCY SENIOR SERVICES LLC, , , , , , , DOVE HEALTHCARE AT GLENDALE, 3, , , , , , , , 1633 W BENDER RD, , MILWAUKEE, WI, 532093801, US, 4142289440, 4142286320, 1633 W BENDER RD, , MILWAUKEE, WI, 532093801, US, 4142289440, 4142286320, 06/30/2005, 08/20/2008, , , , , ROOP, CHRISTINA, C, DIRECTOR OF REIMBURSEMENT, 8636761512, 314000000X, 3185, WI, Y, 332BP3500X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 20182800, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1942207402, 2, , <UNAVAIL>, CITY OF ASHLAND, , , , , , , , , , , , , , , , 300 STUNTZ AVE, , ASHLAND, WI, 548061952, US, 7156827052, 7156827903, 300 STUNTZ AVE, , ASHLAND, WI, 548061952, US, 7156827052, 7156827903, 06/30/2005, 12/03/2010, , , , , CHENIER, WAYNE, , FIRE CHIEF, 7156827052, 3416L0300X, 6000349, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 590011198, 01, , RAILROAD MEDICARE, 41329700, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1346247814, 2, , <UNAVAIL>, HILLVIEW HEALTHCARE LLC, , , , , , , , , , , , , , , , 1615 S 22ND ST, , MILWAUKEE, WI, 532042548, US, 4146716830, 4146716990, 1615 S 22ND ST, , MILWAUKEE, WI, 532042548, US, 4146716830, 4146716990, 06/30/2005, 07/08/2007, , , , , ROOP, CHRISTINA, CAROL, DIRECTOR OF REIMBURSEMENT, 8633244739, 314000000X, 3230, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 20180100, 05, WI, , 5202210001, 01, , DME, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MRS., , , , , , , , , , , , , , , , , , 
