0.40000,1962407726,EDWARD S ORMAN DPM PA,5009 HONEYGO CENTER DR,SUITE 213,PERRY HALL,MD,211289815,4105294141,Ambulatory Surgical, , , , , , , , , , , , , , 
0.40000,1780689463,PENINSULA REGIONAL MEDICAL CENTER,100 E CARROLL ST, ,SALISBURY,MD,218015422,4105466400,General Acute Care Hospital,Clinical Medical Laboratory, , , , , , , , , , , , , 
0.40000,1205831930,FRIENDSHIP DENTAL GROUP,4500 N PARK AVE,STE N803,CHEVY CHASE,MD,208157239,3016561106,General Practice, , , , , , , , , , , , , , 
0.40000,1902801681,MONTGOMERY RENAL CENTER LLC.,12401 MIDDLEBROOK RD,STE 160,GERMANTOWN,MD,208741523,3015406020,End-Stage Renal Disease (ESRD) Treatment, , , , , , , , , , , , , , 
0.40000,1477558112,LAUREL MAIN STREET PHARMACY,653 MAIN ST, ,LAUREL,MD,207074067,3013173838,Pharmacist, , , , , , , , , , , , , , 
0.40000,1124024682,MONTGOMERY GASTROENTEROLOGY PA,12012 VEIRS MILL RD, ,WHEATON,MD,209064513,3019423550,Gastroenterology, , , , , , , , , , , , , , 
0.40000,1417953985,MONTGOMERY ENDOSCOPY CENTER,12012 VEIRS MILL RD, ,WHEATON,MD,209064513,3019423550,Ambulatory Surgical, , , , , , , , , , , , , , 
0.40000,1194721514,RIGGS PEDIATRIC CENTER,1835 UNIVERSITY BLVD E,STE 316,HYATTSVILLE,MD,207834672,3014343700,Pediatrics, , , , , , , , , , , , , , 
0.40000,1548266547,BALTIMORE MEDICAL SYSTEM INC,3501 SINCLAIR LN, ,BALTIMORE,MD,212132029,4107328800,Federally Qualified Health Center (FQHC), , , , , , , , , , , , , , 
0.40000,1619973617,PATEL RAMANAN AND ASSOCIATES P.A.,3575 OLD WASHINGTON RD,STE A,WALDORF,MD,206023269,3016459650,Internal Medicine, , , , , , , , , , , , , , 
0.40000,1003812124,MONTGOMERY FOOT AND ANKLE ASSOCIATES,2730 UNIVERSITY BLVD W,SUITE 1000,WHEATON,MD,209021905,3019493668,Foot & Ankle Surgery, , , , , , , , , , , , , , 
0.40000,1992701825,CIVISTA MEDICAL CENTER INC.,PO BOX 1070,701 EAST CHARLES STREET,LA PLATA,MD,206461070,3016094474,Rural, , , , , , , , , , , , , , 
0.40000,1306842174,FREDERICK MEMORIAL HOSPITAL INC,PO BOX 1093, ,FREDERICK,MD,217020093,2405663222,Home Health,Home Infusion, , , , , , , , , , , , , 
0.40000,1588660385,FREDERICK J SAUERBURGER MD PA,11345 PEMBROOKE SQUARE,STE 105,WALDORF,MD,20603,3018433120,Optometrist,Ophthalmology, , , , , , , , , , , , , 
0.40000,1255337002,MARK SIVIERI M.D. P.A.,10005 OLD COLUMBIA RD,SUITE P170,COLUMBIA,MD,210461702,4103125280,Family Medicine, , , , , , , , , , , , , , 
0.40000,1609872357,MERCY MEDICAL CENTER,PO BOX 222, ,BALTIMORE,MD,212030222,4103329000,Clinic/Center, , , , , , , , , , , , , , 
0.40000,1043216773,ADVENTIST REHABILITATION HOSPITAL OF MARYLAND INC,820 W DIAMOND AVE,SUITE 500,GAITHERSBURG,MD,208781419,3013153030,Rehabilitation Hospital, , , , , , , , , , , , , , 
0.40000,1679570253,NORTHGATE PHARMACY INC.,3973 SAINT CHARLES PKWY, ,WALDORF,MD,206022683,3019327977,Pharmacy, , , , , , , , , , , , , , 
0.40000,1043217524,ERGONOMICALLY CORRECT LLC,134 HOLIDAY CT,SUITE 309,ANNAPOLIS,MD,214017008,4105735733,Physical Therapist,Ergonomics,Geriatrics,Neurology,Sports,Orthopedic, , , , , , , , , 
0.40000,1376540856,TOWSON REHABILITATION CENTER LLC,7401 OSLER DR,SUITE 110,TOWSON,MD,212047673,4102968888,Rehabilitation, , , , , , , , , , , , , , 
0.40000,1386641652,DR. FRED GELIN PA,7809 WISE AVE, ,BALTIMORE,MD,212223339,4102880666,Podiatrist, , , , , , , , , , , , , , 
0.40000,1144227315,SPRINGBROOK ADVENTIST NURSING AND REHABILITATION CENTER INC,12325 NEW HAMPSHIRE AVE, ,SILVER SPRING,MD,209042957,3016224600, , , , , , , , , , , , , , , 
0.40000,1871590042,BRADFORD OAKS NURSING & REHABILITAION CENTER INC,7520 SURRATTS RD, ,CLINTON,MD,207353353,3018561660, , , , , , , , , , , , , , , 
0.40000,1598762767,GENERAL CONFERENCE OF SEVENTH DAY ADVENTIST,7525 CARROLL AVE, ,TAKOMA PARK,MD,209125715,3012704200, , , , , , , , , , , , , , , 
0.40000,1134126303,FAIRLAND ADVENTIST NURSING & REHABILITATION CENTER INC,2101 FAIRLAND RD, ,SILVER SPRING,MD,209045427,3013846161, , , , , , , , , , , , , , , 
0.40000,1043217219,SHADY GROVE ADVENTIST NURSING & REHABILITATION CENTER INC,9701 MEDICAL CENTER DR, ,ROCKVILLE,MD,208503326,3013151900, , , , , , , , , , , , , , , 
0.40000,1861499030,GLADE VALLEY NURSING & REHABILITATION CENTER INC,56 W FREDERICK ST, ,WALKERSVILLE,MD,217938254,3018984304, , , , , , , , , , , , , , , 
0.40000,1306843578,ADVENTIST SENIOR LIVING SERVICES,1801 RESEARCH BLVD,SUITE 300,ROCKVILLE,MD,208503152,3013153450, , , , , , , , , , , , , , , 
0.40000,1720085897,AUGSBURG LUTHERAN HOME OF MD INC,6811 CAMPFIELD RD, ,BALTIMORE,MD,212074657,4104864573,Skilled Nursing Facility, , , , , , , , , , , , , , 
0.40000,1952308819,HORIZON PHYSICIANS PC,9210 CORPORATE BLVD,SUITE 100,ROCKVILLE,MD,208504608,3013301000,General Practice, , , , , , , , , , , , , , 
0.40000,1295732006,XAVIER-CLINTON LLC,9211 STUART LN, ,CLINTON,MD,207352712,3018683600,Nursing Facility/Intermediate Care Facility,Skilled Nursing Facility, , , , , , , , , , , , , 
0.40000,1225035058,HERITAGE CARE INC,4922 LASALLE RD, ,HYATTSVILLE,MD,207823302,3018642333,Skilled Nursing Facility, , , , , , , , , , , , , , 
0.40000,1265439004,NEW ANNAPOLIS NURSING LLC,900 VAN BUREN ST, ,ANNAPOLIS,MD,214032124,3018585810,Skilled Nursing Facility, , , , , , , , , , , , , , 
0.40000,1427055359,POTOMAC PEDAITRICS,9715 MEDICAL CENTER DR,SUITE 230,ROCKVILLE,MD,208503320,3012796750,Pediatrics, , , , , , , , , , , , , , 
0.40000,1679570378,ADVENTIST DIALYSIS SERVICES,1801 RESEARCH BLVD,SUITE 300,ROCKVILLE,MD,208503152,3013153450, , , , , , , , , , , , , , , 
0.40000,1861490500,MICHAEL E CROUCH MD PA,105 PINE BLUFF RD,SUITE 7,SALISBURY,MD,218017160,4105463243,Rheumatology, , , , , , , , , , , , , , 
0.40000,1881691673,TRANSITIONAL CARE UNIT AT HARFORD MEMORIAL HOSPITAL,501 S UNION AVE, ,HAVRE DE GRACE,MD,210783409,4438435000,Skilled Nursing Facility, , , , , , , , , , , , , , 
0.40000,1659379238,BILLINQSLEA SURGERY CENTER,295 STONER AVE,STE 203,WESTMINSTER,MD,211575698,4108769221, , , , , , , , , , , , , , , 
0.40000,1144228644,POCOMOKE CITY VOLUNTEER AMBULANCE COMPANY INC.,137 8TH ST,P.O. BOX 36,POCOMOKE CITY,MD,218511128,4109573600,Land Transport, , , , , , , , , , , , , , 
0.40000,1912905449,TOTALHEALTHCARE,1501 W SARATOGA ST, ,BALTIMORE,MD,212231749,4104612786,Health Maintenance Organization, , , , , , , , , , , , , , 
0.40000,1447258603,SNOWDEN RIVER SURGERY CENTER LLC,6011 UNIVERSITY BLVD,SUITE 190,ELLICOTT CITY,MD,210436074,4104610960,Ambulatory Surgical, , , , , , , , , , , , , , 
0.40000,1508864661,HEALING HANDS CHIROPRACTIC P C,10776 GRAYS CORNER,UNIT 8,BERLIN,MD,218113561,4106290610,Chiropractor, , , , , , , , , , , , , , 
0.40000,1760481568,CARLA B MACLEOD MD & ASSOCIATES PC,PO BOX 630984, ,BALTIMORE,MD,212630984, ,Clinical Medical Laboratory, , , , , , , , , , , , , , 
0.40000,1285633818,FOUR CORNERS AMBULATORY SURGICAL CENTER LLC,10101 LORAIN AVE, ,SILVER SPRING,MD,209012458,3016818400,Ambulatory Surgical, , , , , , , , , , , , , , 
0.40000,1356340053,BERNHARD ZUNKELER MD PA,224 WENDOVER RD, ,BALTIMORE,MD,212181837,4108894076,Neurological Surgery, , , , , , , , , , , , , , 
0.40000,1528067220,TOWNSON SURGICAL CENTER,PO BOX 75325, ,BALTIMORE,MD,212755325,4103370022,Multi-Specialty, , , , , , , , , , , , , , 
0.40000,1952300436,MANUAL PT & SPORTS MEDICINE,PO BOX 50105, ,BALTIMORE,MD,212114105,4108898004,Physical Therapist, , , , , , , , , , , , , , 
0.40000,1558360040,BANK PHARMACEUTICALS,1101 E OLDTOWN ROAD, ,CUMBERLAND,MD,21502,3017296226,Pharmacy, , , , , , , , , , , , , , 
0.40000,1447259866,ARTHRITIS AND RHEUMATISM ASSOCIATES PC,2730 UNIVERSITY BLVD W,SUITE 310,WHEATON,MD,209021905,3019427600,Rheumatology, , , , , , , , , , , , , , 
0.40000,1649279241,INTENSITY MODULATED RADIATION THERAPY ASSOCIATES P C,PO BOX 62254, ,BALTIMORE,MD,212642254,5704513910,Specialist, , , , , , , , , , , , , , 
0.40000,1801895461,NORTHEAST RADIATION ONCOLOGY CENTER LLC,PO BOX 64870, ,BALTIMORE,MD,212644870,5704513910,Specialist, , , , , , , , , , , , , , 
0.40000,1407855703,MHC ORTHOTICS AND PROSTHETICS LLC,PO BOX 621, ,LEONARDTOWN,MD,206500621,3019970191,Durable Medical Equipment & Medical Supplies,Prosthetic/Orthotic Supplier, , , , , , , , , , , , , 
0.40000,1205835485,WASHINGTON CARDIOVASCULAR INSTITUTE LLC,7610 CARROLL AVE,SUITE 100,TAKOMA PARK,MD,20912,3018912500,Legal Medicine,Cardiovascular Disease, , , , , , , , , , , , , 
0.40000,1487654398,DEDICATED IMAGING OF BALTIMORE,1030 N. CHARLES ST.,SUITE 100,BALTIMORE,MD,212015402,4106059393,Diagnostic Radiology, , , , , , , , , , , , , , 
0.40000,1366442089,ST. AGNES HOME CARE,1501 S EDGEWOOD ST,SUITE A,BALTIMORE,MD,212271071,4103682825,Home Health, , , , , , , , , , , , , , 
0.40000,1962402578,A SIVAN PILLAI MD PA,915 SETON DR, ,CUMBERLAND,MD,215021817,3017779626,Thoracic Surgery (Cardiothoracic Vascular Surgery), , , , , , , , , , , , , , 
0.40000,1942200621,SMITH & PROTHERO PHYSICAL THERAPY LLC,807A S UNION AVE, ,HAVRE DE GRACE,MD,210783610,4109392262,Orthopedic, , , , , , , , , , , , , , 
0.40000,1396745634,CAROLINE COUNTY MENTAL HEALTH CLINIC,606 SUNNYSIDE AVE,P.O. BOX 10,DENTON,MD,216291341,4104793800,Public Health or Welfare, , , , , , , , , , , , , , 
0.40000,1255331500,ON Q NURSING SERVICES L.L.C.,139 N MAIN ST,SUITE 308,BEL AIR,MD,210148843,4108790005,Nursing Care, , , , , , , , , , , , , , 
0.40000,1700886140,HYATTSVILLE VOLUNTEER FIRE DEPT,PO BOX 1350, ,HUNTINGTOWN,MD,206391350,4104149207,Ambulance, , , , , , , , , , , , , , 
0.40000,1689674061,ALBERT FOLGUERAS MD PA,413 COMMONWEALTH AVE, ,BALTIMORE,MD,212283044,4107884250,Orthopaedic Surgery, , , , , , , , , , , , , , 
0.40000,1922008002,ST. AGNES HOSPICE,1501 S EDGEWOOD ST,SUITE A,BALTIMORE,MD,212271071,4103682825,Hospice Care - Community Based, , , , , , , , , , , , , , 
0.40000,1356341499,GARRETT COUNTY MEMORIAL HOSPITAL,251 N FOURTH ST, ,OAKLAND,MD,215501375,3015334201,General Acute Care Hospital, , , , , , , , , , , , , , 
0.40000,1336149475,EMA HEALTH SERVICES,710 OBRECHT RD, ,SYKESVILLE,MD,217847650,4107958808,Clinic/Center, , , , , , , , , , , , , , 
0.40000,1922009968,SOUTHERN MARYLAND PROFESSIONAL RAD,7503 SURRATTS ROAD, ,CLINTON,MD,207353358,3018707001,Specialist,Diagnostic Radiology, , , , , , , , , , , , , 
0.40000,1659371680,LABORATORY DIAGNOSTICS INC,10 ST. PATRICKS DRIVE,SUITE 301,WALDORF,MD,206033500,3018707001,Anatomic Pathology & Clinical Pathology, , , , , , , , , , , , , , 
0.40000,1568463594,SOUTHERN RADIOLOGY MRI PARTNERSHIP,7503 SURRATTS ROAD, ,CLINTON,MD,207353358,3018707001,Diagnostic Radiology, , , , , , , , , , , , , , 
0.40000,1871594846,CREATIVE LIFESTYLES MANAGEMENT PROG,7503 SURRATTS ROAD, ,CLINTON,MD,207353358,3018707001,Pulmonary Disease, , , , , , , , , , , , , , 
0.40000,1467453266,75TH STREET MEDICAL PA,7408 COASTAL HWY, ,OCEAN CITY,MD,218422936,4105240075,Family Medicine, , , , , , , , , , , , , , 
0.40000,1013918630,SALISBURY FOOT & ANKLE CENTER,106 MILFORD ST,STE 403,SALISBURY,MD,218046953,4107496363,Podiatrist, , , , , , , , , , , , , , 
0.40000,1851392278,FALLSTON NURSING & REHABILITATION CENTER INC,1123 BELCAMP GARTH, ,BELCAMP,MD,210171452,4105756400,Skilled Nursing Facility, , , , , , , , , , , , , , 
0.40000,1740281005,SOUTHEAST NURSING & REHABILITATION CENTER,5009 FRANKFORD AVE, ,BALTIMORE,MD,212065353,4103254000,Skilled Nursing Facility, , , , , , , , , , , , , , 
0.40000,1003817396,MORRIS Z EFFRON MD-CAMBRIDGE ENT & ALLERGY ASSOCIATES PA,4 AURORA ST,CAMBRIDGE EAR NOSE THROAT AND ALLERGY ASSOC PA,CAMBRIDGE,MD,216131902,4102210333,Otolaryngology, , , , , , , , , , , , , , 
0.40000,1134120439,LORIEN NURSING & REHAB CTR INC.,6334 CEDAR LN, ,COLUMBIA,MD,210443818,4105315300,Skilled Nursing Facility, , , , , , , , , , , , , , 
0.40000,1144221375,WHITE MARSH FOOT & ANKLE SURGERY CENTER L.L.C.,8100 SANDPIPER CIR,SUITE 104,NOTTINGHAM,MD,212364991,4109333300,Ambulatory Surgical, , , , , , , , , , , , , , 
0.40000,1679574800,NURSING HOME BOARD OF ALLEGANY COUNTY,901 SETON DR, ,CUMBERLAND,MD,215021817,3017226272,Skilled Nursing Facility, , , , , , , , , , , , , , 
0.40000,1942201181,RIVERCREST HEALTH SERVICES,105 TIME SQ, ,SALISBURY,MD,218012808,4107492474,Skilled Nursing Facility, , , , , , , , , , , , , , 
0.40000,1588665665,CERTIFIED AMBULATORY SURGERY CENTER,9715 MEDICAL CENTER DR,535,ROCKVILLE,MD,208503320,3012949400,Ambulatory Surgical, , , , , , , , , , , , , , 
0.40000,1588666531,JAMES R BENJAMIN MD PA,6196 OXON HILL RD,SUITE 650,OXON HILL,MD,207453100,3018397497,Plastic Surgery, , , , , , , , , , , , , , 
0.40000,1508868571,RIVERTOWNE SURGERY CENTER LLC,6196 OXON HILL RD,SUITE 650,OXON HILL,MD,207453100,3018397497,Ambulatory Surgical, , , , , , , , , , , , , , 
0.40000,1457353195,JON M SHERMAN D.P.M PC,60 MARKET ST,SUITE 202,GAITHERSBURG,MD,208786548,3013305666,Podiatrist, , , , , , , , , , , , , , 
0.40000,1942202692,KERNAN DENTISTRY,PO BOX 62015, ,BALTIMORE,MD,212642015, ,Dental, , , , , , , , , , , , , , 
0.40000,1316949787,126TH STREET MEDICAL,12601 D COASTAL HIGHWAY, ,OCEAN CITY,MD,218429784,4102508000,Family Medicine, , , , , , , , , , , , , , 
0.40000,1639171127,KERNAN ORTHOPAEDICS AND REHABILITION,2200 KERNAN DR, ,BALTIMORE,MD,212076665,4104482500,Multi-Specialty, , , , , , , , , , , , , , 
0.40000,1790787133,STEVEN R ALLGAIER OD PA,8415 WOODSBORO PIKE,A-C,WALKERSVILLE,MD,217938305,3018983000,Optometrist, , , , , , , , , , , , , , 
0.40000,1295727485,JENKINS MEMORIAL NURSING HOME INC,3320 BENSON AVE, ,BALTIMORE,MD,212271035,4106447100,Skilled Nursing Facility, , , , , , , , , , , , , , 
0.40000,1215929369,THE HEART CENTER OF NORTHERN ANNE ARUNDEL COUNTY PA,1417 MADISON PARK DR, ,GLEN BURNIE,MD,210615613,4107686600,Cardiovascular Disease,Clinical Cardiac Electrophysiology, , , , , , , , , , , , , 
0.40000,1255323242,STAMPER HEALTH & WELLNESS LLC,208 MAIN ST STE 100, ,GAITHERSBURG,MD,208786558,3019633639,Physical Therapist,Physical Therapy, , , , , , , , , , , , , 
0.40000,1538151477,CLIFTON T. PERKINS HOSPITAL CENTER,8450 DORSEY RUN RD, ,JESSUP,MD,207949486,4107243207,Special Hospital, , , , , , , , , , , , , , 
0.40000,1104818871,SUSQUEHANNA OB-GYN P A,520 UPPER CHESAPEAKE DR,SUITE 301,BEL AIR,MD,210144339,4436434300,Specialist, , , , , , , , , , , , , , 
0.40000,1033101738,JOHN L. GILDNER REGIONAL INSTITUTE FOR CHILDREN AND ADOLESCENTS,15000 BROSCHART RD, ,ROCKVILLE,MD,208503303,3012516800,Residential Treatment Facility - Emotionally Disturbed Children, , , , , , , , , , , , , , 
0.40000,1942292487,TURNING POINT CLINIC INC.,2401 E NORTH AVE, ,BALTIMORE,MD,212131517,4106752113,Public Health or Welfare, , , , , , , , , , , , , , 
0.40000,1063404325,WILLIS & MELOGRANA MD PC,7755 BELLE POINT DR, ,GREENBELT,MD,207703316,3014743636,Urology, , , , , , , , , , , , , , 
0.40000,1366435596,ARUNDEL MEDICAL GROUP INC,7575 RITCHIE HWY, ,GLEN BURNIE,MD,210613716,4107661444,Chiropractor,Family Medicine,Internal Medicine,Cardiovascular Disease,Gastroenterology,Hematology & Oncology,Obstetrics & Gynecology,Orthopaedic Surgery,Pediatrics,General Practice,Podiatrist, , , , 
0.40000,1376536565,AFFINITY SPORTS & REHABILITAION PHYSICAL THERAPY,1105 SPRING ST, ,SILVER SPRING,MD,209104026,3015621116,Physical Therapy, , , , , , , , , , , , , , 
0.40000,1730172644,SHARPSBURG PHARMACY INC,17316 SHEPHEADSTOWN PIKE, ,SHARPSBURG,MD,21782, ,Community/Retail Pharmacy, , , , , , , , , , , , , , 
0.40000,1477546257,LOCHEARN NURSING HOME LLC,8028 RITCHIE HWY,SUITE 210B,PASADENA,MD,211221075,4107661995,Skilled Nursing Facility, , , , , , , , , , , , , , 
0.40000,1083607873,DRS STROH & BUTLER PA,7101 GUILFORD DR,#204,FREDERICK,MD,217045193,3016636861,Podiatrist, , , , , , , , , , , , , , 
0.40000,1609869403,LINAS & ASSOCIATES PC,PO BOX 630427, ,BALTIMORE,MD,212630427,8009191190,Anesthesiology,Pain Medicine, , , , , , , , , , , , , 
