0.40000,1609873215,PROGRESSIVE HOSPITAL,4015 S MCLEOD DR, ,LAS VEGAS,NV,891214305,7024332200,Long Term Care Hospital, , , , , , , , , , , , , , 
0.40000,1972500445,MOUNTAIN WEST INC,PO BOX 2530, ,WEST WENDOVER,NV,898832530,7756642081,Land Transport, , , , , , , , , , , , , , 
0.40000,1669479879,ATTENTIVE HOME HEALTH CARE INC,8542 DEL WEBB BLVD, ,LAS VEGAS,NV,891348676,7022569000,Home Health, , , , , , , , , , , , , , 
0.40000,1295732451,ADVANCED HOUSE CALLS INC,112 S JONES BLVD, ,LAS VEGAS,NV,891072614,7028387110,Specialist, , , , , , , , , , , , , , 
0.40000,1104823368,QUALITY MEDICAL IMAGING OF NEVADA LLC.,2490 PROFESSIONAL CT,SUITE 110,LAS VEGAS,NV,891280825,7028391133,Portable X-ray and/or Other Portable Diagnostic Imaging Supplier, , , , , , , , , , , , , , 
0.40000,1548267677,MORELAND PHYSICAL THERAPY PROF. CORP.,2225 N MCCARRAN BLVD, ,SPARKS,NV,894313365,7753591199,Specialist, , , , , , , , , , , , , , 
0.40000,1669479663,RUSSELL P JAYNE MD LTD,PO BOX 50708, ,HENDERSON,NV,890160708,7027377258,Ophthalmology, , , , , , , , , , , , , , 
0.40000,1083612741,STATE OF NEVADA,100 VETERANS MEMORIAL DRIVE, ,BOULDER CITY,NV,89005,7023326713,Alzheimer Center (Dementia Center),Nursing Facility/Intermediate Care Facility,Skilled Nursing Facility, , , , , , , , , , , , 
0.40000,1841297785,THE CENTER FOR OUTPATIENT SURGERY,18653 WEDGE PKWY, ,RENO,NV,895113005,7757707218,Clinic/Center, , , , , , , , , , , , , , 
0.40000,1932107281,PERSPECTIVE HOME HEALTH INC,6045 S FORT APACHE RD,SUITE 110,LAS VEGAS,NV,891485644,7029485095,Home Health, , , , , , , , , , , , , , 
0.40000,1063410918,DIAGNOSTIC IMAGING OF SOUTHERN NEVADA,3560 E FLAMINGO RD,SUITE 100,LAS VEGAS,NV,891215044,7024336100,Diagnostic Radiology, , , , , , , , , , , , , , 
0.40000,1881693570,DESERT SAGE MEDICAL,844 W NYE LN,#201,CARSON CITY,NV,897031544,7758842929,Family Medicine, , , , , , , , , , , , , , 
0.40000,1669471280,MILLER & TURNER OB-GYN LLP,PO BOX 777250, ,HENDERSON,NV,890777250,7028628862,Obstetrics & Gynecology, , , , , , , , , , , , , , 
0.40000,1437158771,NEVADA ORTHOPEDIC & SPINE CENTER,7455 W WASHINGTON AVE,#160,LAS VEGAS,NV,891284337,7028780393,Orthopaedic Surgery, , , , , , , , , , , , , , 
0.40000,1336148543,ADASHEK AND WILKES LLP,5761 S FORT APACHE RD,BLDG. 8,LAS VEGAS,NV,891485506,7023416610,Maternal & Fetal Medicine, , , , , , , , , , , , , , 
0.40000,1194724237,SCOTT E MANTHEI PC LTD,2598 WINDMILL PKWY, ,HENDERSON,NV,890745476,7028966043,Otolaryngology/Facial Plastic Surgery, , , , , , , , , , , , , , 
0.40000,1912907528,MASON VALLEY FIRE AND AMBULANCE,118 S MAIN ST, ,YERINGTON,NV,894472584,7754632261,Land Transport, , , , , , , , , , , , , , 
0.40000,1013917640,INTERNAL MEDICINE SPEC OF SOUTHERN NV GROSSMAN PANIKKAR GHADISHAH WHI,201 N BUFFALO DR, ,LAS VEGAS,NV,891450373,7022422737,Internal Medicine, , , , , , , , , , , , , , 
0.40000,1568462034,SDMI LIMITED PARTNERSHIP,PO BOX 36900, ,LAS VEGAS,NV,891336900,7027326000,Diagnostic Radiology, , , , , , , , , , , , , , 
0.40000,1376543843,MICHAEL P COLLETTI MD PC,3085 E FLAMINGO RD,SUITE A,LAS VEGAS,NV,891214385,7027342242,Rheumatology, , , , , , , , , , , , , , 
0.40000,1245230242,AVI A OSTROWSKY MD LTD,PO BOX 35192, ,LAS VEGAS,NV,891335192,7023609210,Endocrinology - Diabetes & Metabolism, , , , , , , , , , , , , , 
0.40000,1942201116,EILEEN CORDERO MAUBAN MD LTD,2225 E FLAMINGO RD,SUITE 103,LAS VEGAS,NV,891195125,7027311747,Internal Medicine, , , , , , , , , , , , , , 
0.40000,1629079884,BERNARD ADDO-QUAYE MD PC,2290 MCDANIEL ST STE 2A, ,N LAS VEGAS,NV,890306330,(702) 657-6365,Family Medicine,Internal Medicine, , , , , , , , , , , , , 
0.40000,1306847413,ORTHOPRO OF ELKO INC,997 COURT ST, ,ELKO,NV,898013942,7757780507,Prosthetic/Orthotic Supplier, , , , , , , , , , , , , , 
0.40000,1992707806,ELJEN MEDICAL HOSPITAL,5538 DUNCAN DR, ,LAS VEGAS,NV,891302812,7026452606,Nursing Facility/Intermediate Care Facility, , , , , , , , , , , , , , 
0.40000,1144222761,DUCKWATER SHOSHONE TRIBE,PO BOX 140087, ,DUCKWATER,NV,893140087,7758630222,Family Medicine, , , , , , , , , , , , , , 
0.40000,1487656823,INTEGRITY HOME HEALTH CARE INC,501 S RANCHO DR,SUITE D21,LAS VEGAS,NV,891064828,7023841962,Home Health, , , , , , , , , , , , , , 
0.40000,1881686855,LB REGENCY PLAZA LLC,6031 W CHEYENNE AVE, ,LAS VEGAS,NV,891084200,7026585882,Assisted Living Facility, , , , , , , , , , , , , , 
0.40000,1437141637,C N HELD MD LTD,2225 GREEN VISTA DR. SUITE 308, ,SPARKS,NV,89431,7757811407,Pulmonary Disease, , , , , , , , , , , , , , 
0.40000,1538151535,RENO PHYSICAL THERAPY INC,PO BOX 511, ,FERNLEY,NV,894080511,7755755508,Physical Therapist, , , , , , , , , , , , , , 
0.40000,1700878444,CHYNOWETH HILL AND LEAVITT LLC,3831 W CHARLESTON BLVD, ,LAS VEGAS,NV,891021859,7028761733,Physical Therapist, , , , , , , , , , , , , , 
0.40000,1720071632,SWIFT'S CHILDREN'S CRITICAL CARE NETWORK,3006 S MARYLAND PKWY,505,LAS VEGAS,NV,891092218,7026970082,Pediatric Critical Care Medicine, , , , , , , , , , , , , , 
0.40000,1063405991,ACP MEDICAL SUPPLY,4850 JOULE ST.,SUITE A - 1,RENO,NV,895024169,8006521136,Durable Medical Equipment & Medical Supplies,Prosthetic/Orthotic Supplier, , , , , , , , , , , , , 
0.40000,1356334262,SWIFT'S CRITICAL CARE NETWORK FOR CHILDREN MEDICAL GROUP,3006 S MARYLAND PKWY,505,LAS VEGAS,NV,891092218,7026970082,Pediatric Critical Care Medicine, , , , , , , , , , , , , , 
0.40000,1316931785,STEVEN R KUBEL DPM LTD,212 SOUTH NEVADA STREET, ,CARSON CITY,NV,897034287,7758870400,Podiatrist, , , , , , , , , , , , , , 
0.40000,1487648804,WILLIAM BEE RIRIE HOSPITAL,1500 AVENUE H, ,ELY,NV,893012615,7752893467,Critical Access, , , , , , , , , , , , , , 
0.40000,1477547891,NANCY L LONG MD ASSOCIATES FOR WOMENS HEALTH PC,2610 W. HORIZON RIDGE PARKWAY,STE. 105,HENDERSON,NV,890522870,7028379400,Obstetrics & Gynecology, , , , , , , , , , , , , , 
0.40000,1326032442,(SWIFT'S) CHILDREN'S EMERGENCY MEDICINE NETWORK,3006 S MARYLAND PKWY,505,LAS VEGAS,NV,891092218,7026970082,Pediatric Critical Care Medicine, , , , , , , , , , , , , , 
0.40000,1205820297,VALLEY HOME HEALTH,1331 S RAINBOW BLVD,SUITE 101,LAS VEGAS,NV,891469238,7023888420,Home Health, , , , , , , , , , , , , , 
0.40000,1053305862,ROBERT B GRZYWACZ DPM A PROFESSIONAL CORPORATION,3221 E WARM SPRINGS RD, ,LAS VEGAS,NV,891203157,7027337617,Podiatrist, , , , , , , , , , , , , , 
0.40000,1780679290,AL-FATH AHMED PROFESSIONAL CORPORATION,7437 S EASTERN AVE # 611, ,LAS VEGAS,NV,891231538,7022383465,Anesthesiology,Critical Care Medicine, , , , , , , , , , , , , 
0.40000,1821083387,SWIFTS CRITICAL CARE NETWORK FOR CHILDREN MEDICAL GROUP,3006 S MARYLAND PKWY,#505,LAS VEGAS,NV,891092218,8883502911,Pediatric Critical Care Medicine, , , , , , , , , , , , , , 
0.40000,1366437857,JAMES SWIFT MD INC,3006 S MARYLAND PKWY,#505,LAS VEGAS,NV,891092218,8883502911,Pediatric Critical Care Medicine, , , , , , , , , , , , , , 
0.40000,1912992983,OMER H WHARTON-ALI MD A PROFESSIONAL CORPORATION,PO BOX 364479, ,N LAS VEGAS,NV,890368479,7023993404,Primary Care, , , , , , , , , , , , , , 
0.40000,1184619025,SIERRA NEVADA CARDIOLOGY ASSOCIATES CATHETERIZATION LABORATORY,75 PRINGLE WAY,G16,RENO,NV,895021464,7753278484,Diagnostic Radiology, , , , , , , , , , , , , , 
0.40000,1912992579,ASSOCIATED THERAPY RESOURCES INC,1875 PLUMAS ST,SUITE 4,RENO,NV,895093321,7758262444,Physical Therapist, , , , , , , , , , , , , , 
0.40000,1154317964,DESERT SPRINGS HOSPITAL,2075 E FLAMINGO RD, ,LAS VEGAS,NV,891195188,7027338800, , , , , , , , , , , , , , , 
0.40000,1609862341,WESTERN NEVADA SURGICAL CENTER INC,1299 MOUNTAIN ST, ,CARSON CITY,NV,897033816,7758824477,Ophthalmologic Surgery, , , , , , , , , , , , , , 
0.40000,1598751257,NORTHERN SIERRA DIALYSIS CENTER,1500 E SECOND ST,SUITE 101,RENO,NV,895021189,7759828155,End-Stage Renal Disease (ESRD) Treatment, , , , , , , , , , , , , , 
0.40000,1811984214,QUI H THAI MD PC,6090 S. FORT APACHE,145,LAS VEGAS,NV,891485618,7028771688,Internal Medicine, , , , , , , , , , , , , , 
0.40000,1245228972,RENO ORTHOPAEDIC CLINIC INC,555 N ARLINGTON AVE, ,RENO,NV,895034723,7757863040,Orthopaedic Surgery,Physical Medicine & Rehabilitation,Physical Therapist,Occupational Therapist,Physician Assistant, , , , , , , , , , 
0.40000,1538157169,SIERRA PLASTIC SURGERY LLC,904 N NEVADA ST, ,CARSON CITY,NV,897033934,7758419090,Plastic and Reconstructive Surgery, , , , , , , , , , , , , , 
0.40000,1912995309,RD PRABHU-LATA K SHETE MDS LTD,5701 W CHARLESTON BLVD,SUITE 100,LAS VEGAS,NV,891461217,7028779514,Multi-Specialty, , , , , , , , , , , , , , 
0.40000,1548258916,MANTHEI OPHTHALMOLOGY CENTER LTD,2598 WINDMILL PKWY, ,HENDERSON,NV,890745476,7028966043,Durable Medical Equipment & Medical Supplies, , , , , , , , , , , , , , 
0.40000,1548250582,SPARKS FAMILY HOSPITAL INC,2375 E PRATER WAY, ,SPARKS,NV,894349641,7753317000, , , , , , , , , , , , , , , 
0.40000,1417947490,VALLEY HOSPITAL MEDICAL CENTER,620 SHADOW LN, ,LAS VEGAS,NV,891064119,7023884000, , , , , , , , , , , , , , , 
0.40000,1346230323,SPRING VALLEY MEDICAL CENTER,5400 S RAINBOW BLVD, ,LAS VEGAS,NV,891181859,7028533000, , , , , , , , , , , , , , , 
0.40000,1801886700,NEPHROLOGY AND ENDOCRINE ASSOCIATES INC,500 S RANCHO DR,SUITE 12,LAS VEGAS,NV,891064844,7028771887,Nephrology, , , , , , , , , , , , , , 
0.40000,1831189638,SUMMERLIN HOSPITAL MEDICAL CENTER L L C,657 TOWN CENTER DR, ,LAS VEGAS,NV,89144,7022337000, , , , , , , , , , , , , , , 
0.40000,1265422885,AMERICAN HOME MEDICAL EQUIPMENT INC,3863 S VALLLEY VIEW,SUITE 11,LAS VEGAS,NV,891032944,7023951850,Durable Medical Equipment & Medical Supplies, , , , , , , , , , , , , , 
0.40000,1104816594,WASHOE COUNTY HEALTH DISTRICT,PO BOX 11130, ,RENO,NV,895200027,7753282410,Family Planning - Non-Surgical,Public Health - State or Local, , , , , , , , , , , , , 
0.40000,1093706343,FREMONT PRIMARY CARE LTD,PO BOX 1737, ,LAS VEGAS,NV,891251737,7026716800,Family Medicine,Internal Medicine,Obstetrics & Gynecology,Medical,Nurse Practitioner, , , , , , , , , , 
0.40000,1154302149,ZUCKER HORSLEY TATEM ALTHOFF PROFESSIONAL CORP,350 W 6TH ST,STE A-2,RENO,NV,895034519,7753292525,Pediatrics, , , , , , , , , , , , , , 
0.40000,1952382400,CONSOLIDATED LABORATORY SERVICES INC,4275 BURNHAM AVE,SUITE 325,LAS VEGAS,NV,891195488,7029334522,Clinical Medical Laboratory, , , , , , , , , , , , , , 
0.40000,1487635744,RAPID MEDICAL SUPPLIES INC,3342 S SANDHILL RD,SUITE 5,LAS VEGAS,NV,891213455, ,Durable Medical Equipment & Medical Supplies, , , , , , , , , , , , , , 
0.40000,1720060890,MESQUITE MEDICAL ASSOCIATES,1301 BERTHA HOWE AVE,SUITE 1,MESQUITE,NV,890277502,7023460800,Chiropractor,Family Medicine,Internal Medicine,Pediatrics, , , , , , , , , , , 
0.40000,1285617761,LIFECARE MEDICAL SUPPLIES INC,3050 E DESERT INN RD,SUITE#124,LAS VEGAS,NV,891213870,7026961527,Durable Medical Equipment & Medical Supplies,Oxygen Equipment & Supplies, , , , , , , , , , , , , 
0.40000,1588648927,ERIC R KROLL O D LTD,118 CALIFORNIA AVE, ,RENO,NV,895091619,7753291331,Optometrist, , , , , , , , , , , , , , 
0.40000,1932183266,SINGLE DAY SURGERY CENTER LLC,PO BOX 50485, ,HENDERSON,NV,890160485,7023686000,Ambulatory Surgical, , , , , , , , , , , , , , 
0.40000,1881678977,BOARD OF REGENTS NEVADA SYSTEM OF HIGHER EDUCATION,1664 NORTH VIRGINIA REDFIELD MEDICAL BUILDING,MAIL STOP 152,RENO,NV,895570152,7757844887,Audiologist,Speech-Language Pathologist, , , , , , , , , , , , , 
0.40000,1144204199,BON CLINICAL LABORATORIES LTD,2470 PASEO VERDE PARKWAY,SUITE 125,HENDERSON,NV,890747122,7027375050,Clinical Medical Laboratory, , , , , , , , , , , , , , 
0.40000,1578547303,FRANK J DELEE MD,700 SHADOW LN,# 330,LAS VEGAS,NV,891064159,7023889655,Obstetrics & Gynecology, , , , , , , , , , , , , , 
0.40000,1295710721,MORELAND PHYSICAL THERAPY,2225 N MCCARRAN BLVD, ,SPARKS,NV,894313365,7753591199,Specialist, , , , , , , , , , , , , , 
0.40000,1033194410,PULMONARY MEDICINE ASSOCIATES,236 W 6TH ST,SUITE 100,RENO,NV,895034517,7753299010,Critical Care Medicine,Pulmonary Disease,Sleep Disorder Diagnostic, , , , , , , , , , , , 
0.40000,1437134715,LEE'S RESPIRATORY SERVICES,200 BATH ST,SUITE 2,CARSON CITY,NV,897032459,7758838600,Durable Medical Equipment & Medical Supplies, , , , , , , , , , , , , , 
0.40000,1063497774,FORD CENTER FOR FOOT SURGERY INC,2321 PYRAMID WAY, ,SPARKS,NV,894318700,7753311919,Ambulatory Surgical, , , , , , , , , , , , , , 
0.40000,1629054994,LAS VEGAS UROLOGY LLP,PO BOX 98821, ,LAS VEGAS,NV,891938821,7022330727,Radiation Oncology,Urology, , , , , , , , , , , , , 
0.40000,1295711372,JURANI LLC,633 N DECATUR BLVD,SUITE A,LAS VEGAS,NV,891071943,7022584900,Family Medicine, , , , , , , , , , , , , , 
0.40000,1104802297,SIERRA REGIONAL SPINE INSTITUTE,6630 S MCCARRAN BLVD STE A4,SIERRA REGIONAL SPINE INSTITUTE,RENO,NV,895096158,7758282873,Orthopaedic Surgery,Orthopaedic Surgery of the Spine, , , , , , , , , , , , , 
0.40000,1306822499,ROBERT G BERRY JR MD,6630 S MCCARRAN BLVD,A-4 SIERRA REGIONAL SPINE INSTITUTE,RENO,NV,895096136,7758282873,Psychiatry,Interventional Pain Medicine, , , , , , , , , , , , , 
0.40000,1558348318,AMERICAN MEDFLIGHT INC.,485 S ROCK BLVD,HANGAR B,RENO,NV,89510,7758565806,Air Transport, , , , , , , , , , , , , , 
0.40000,1265419014,THOMAS AND BIGLER LTD,PO BOX 97618, ,LAS VEGAS,NV,891937618,7029339393,Sports Medicine,Physical Therapist, , , , , , , , , , , , , 
0.40000,1396722880,J COREY BROWN MD FREMONT MEDICAL CENTER LTD,PO BOX 98978, ,LAS VEGAS,NV,891938978,7025072430,Internal Medicine, , , , , , , , , , , , , , 
0.40000,1295712693,FREMONT PRIMARY CARE - ENDOCRINOLOGY,PO BOX 1737, ,LAS VEGAS,NV,891251737,7026716800,Dietitian - Registered,Nutrition - Metabolic,Endocrinology - Diabetes & Metabolism,Nurse Practitioner, , , , , , , , , , , 
0.40000,1902883341,HEALTHCARE PARTNERS MEDICAL GROUP (COATS) LTD,PO BOX 98978, ,LAS VEGAS,NV,891938978,7022163346,Pediatrics, , , , , , , , , , , , , , 
0.40000,1114904570,FREMONT WOMENS HEALTH CARE,PO BOX 1737, ,LAS VEGAS,NV,891251737,7026716800,Obstetrics & Gynecology,Sonography,Physician Assistant, , , , , , , , , , , , 
0.40000,1821075052,HELGA LOTT RPT LIMITED,1700 E DESERT INN ROAD,SUITE 114,LAS VEGAS,NV,891693206,7027348642,Physical Therapist, , , , , , , , , , , , , , 
0.40000,1184601239,UNIVERSITY OF NV SCHOOL OF MEDICINE MULTI SPECIALTY GROUP PRACTICE SO,PO BOX 29506, ,LAS VEGAS,NV,891269506,7026712330,Nutrition - Education,Genetic Counselor - MS,Family Medicine,Internal Medicine,Clinical Genetics (M.D.),Ph.D. Medical Genetics,Obstetrics & Gynecology,Surgery,Pediatrics,Neurology,Multi-Specialty,Advanced Practice Midwife,Clinical Medical Laboratory,Nurse Practitioner, 
0.40000,1992783682,PORTABLE ULTRASOUND OF UTAH LLC,5538 DUNCAN DR, ,LAS VEGAS,NV,891302812,7026452606,Diagnostic Ultrasound, , , , , , , , , , , , , , 
0.40000,1023096484,VISION MEDICAL IMAGING LLC,5538 W DUNCAN DR, ,LAS VEGAS,NV,89130,7026452606,Diagnostic Ultrasound, , , , , , , , , , , , , , 
0.40000,1184602120,PORTABLE X RAY OF OREGON LLC,5538 W DUNCAN DR, ,LAS VEGAS,NV,89130,7026452606,Radiology - Mobile, , , , , , , , , , , , , , 
0.40000,1689652638,INSTITUTE OF ORTHOPAEDIC SURGERY LLC,PO BOX 50509, ,HENDERSON,NV,890160509,7027357355,Ambulatory Surgical, , , , , , , , , , , , , , 
0.40000,1083692032,PORTABLE X RAY OF SOUTHERN NEVADA,5538 DUNCAN DR, ,LAS VEGAS,NV,891302812,7026452606,Radiology - Mobile, , , , , , , , , , , , , , 
0.40000,1316925381,EASTERN SIERRA MEDICAL GROUP LLC,850 HARVARD WAY, ,RENO,NV,895022055,7759825262,Family Medicine,Rural Health,Physician Assistant, , , , , , , , , , , , 
0.40000,1215915285,SOUTH MCCARRAN URGENT CARE,780 KUENZLI ST,SUITE 202,RENO,NV,895020845,7759824590,Family Medicine,Physician Assistant, , , , , , , , , , , , , 
0.40000,1851379895,DYNAMIC IMAGING LLC,205 N STEPHANIE ST,SUITE D #145,HENDERSON,NV,890748115,7023391560,Electroneurodiagnostic,Sonography, , , , , , , , , , , , , 
0.40000,1922087998,PORTABLE X-RAY OF WASHINGTON LLC,5538 W DUNCAN DR, ,LAS VEGAS,NV,89130,7026452606,Radiology - Mobile, , , , , , , , , , , , , , 
0.40000,1295714673,J LOAM INC,2721 E. RUSSELL ROAD, ,LAS VEGAS,NV,891202490,7029466666,Home Health, , , , , , , , , , , , , , 
0.40000,1629057955,SIERRA HOSPITALISTS LLC,PO BOX 6840, ,RENO,NV,895136840,7753295001,Internal Medicine, , , , , , , , , , , , , , 
0.40000,1497734859,VISTA DIAGNOSTIC CENTER LLC,25 MCCABE DR, ,RENO,NV,89511,7758525444,Radiologic Technologist, , , , , , , , , , , , , , 
0.40000,1548240443,WILLIAM NEAL EVANS MD LTD,3006 S MARYLAND PKWY,SUITE #690,LAS VEGAS,NV,891092218,7027321290,Pediatric Cardiology, , , , , , , , , , , , , , 
0.40000,1275513178,LAM'S PHARMACY INC,2202 W CHARLESTON BLVD, ,LAS VEGAS,NV,891022229,7023843784,Pharmacy, , , , , , , , , , , , , , 
0.40000,1174503429,COMPREHENSIVE MEDICAL CENTER,110 N BOULDER HWY,# 120-08,HENDERSON,NV,89015,7025770543,Family Medicine,General Practice, , , , , , , , , , , , , 
0.40000,1326018136,ROBERT B STRIMLING MD & ASSOCIATES LLC,10105 BANBURRY CROSS DR,STE 350,LAS VEGAS,NV,89144,7022436400,Dermatology, , , , , , , , , , , , , , 
0.40000,1588634356,PORTABLE XRAY OF IDAHO LLC,5538 DUNCAN DR, ,LAS VEGAS,NV,891302812,7026452606,Radiology - Mobile, , , , , , , , , , , , , , 
0.40000,1093785875,PORTABLE MEDICAL SERVICES OF UTAH LLC,5538 DUNCAN DR, ,LAS VEGAS,NV,891302812,7026452606,Pharmacy, , , , , , , , , , , , , , 
0.40000,1700856580,ULTRASOUND NORTHWEST OF OREGON LLC,5538 W DUNCAN DR, ,LAS VEGAS,NV,89130,7026452606,Diagnostic Ultrasound, , , , , , , , , , , , , , 
0.40000,1720058027,RENOWN SOUTH MEADOWS MEDICAL CENTER,1155 MILL ST,CENTRAL BUSINESS OFFICE N-12,RENO,NV,895021576,7759827000,General Acute Care Hospital, , , , , , , , , , , , , , 
0.40000,1326019688,RENOWN REGIONAL MEDICAL CENTER,3935 S MCCARRAN BLVD, ,RENO,NV,895027510,7759825860,Home Health, , , , , , , , , , , , , , 
0.40000,1275503591,RENOWN SKILLED NURSING,1835 ODDIE BLVD, ,SPARKS,NV,894313559,7759825140,Skilled Nursing Facility, , , , , , , , , , , , , , 
0.40000,1659342475,BENNETT MEDICAL SERVICES,2600 MILL ST,STE 600,RENO,NV,895022103,7753290799,Durable Medical Equipment & Medical Supplies,Oxygen Equipment & Supplies, , , , , , , , , , , , , 
0.40000,1952372708,STEAD DENTAL CLINIC,1055 N HILLS BLVD, ,RENO,NV,895068691,7756771055,General Practice, , , , , , , , , , , , , , 
0.40000,1811968357,BOULDER CITY NEVADA,1101 ELM ST, ,BOULDER CITY,NV,890052140,7022939228,Land Transport, , , , , , , , , , , , , , 
0.40000,1720059231,ULTRASOUND NORTHWEST OF WASHINGTON LLC,5538 W DUNCAN DR, ,LAS VEGAS,NV,89130,7026452606,Diagnostic Ultrasound, , , , , , , , , , , , , , 
0.40000,1831160365,CAROLINE A BOBBETT DDS PC,4245 E CHARLESTON BLVD, ,LAS VEGAS,NV,89104,7024576787,Dentist, , , , , , , , , , , , , , 
0.40000,1780656876,MEDICAL DIAGNOSTIC IMAGING GROUP LTD,PO BOX 97641, ,LAS VEGAS,NV,891937641,8448579797,Diagnostic Radiology, , , , , , , , , , , , , , 
0.40000,1154393759,MIKE O'CALLAGHAN FEDERAL HOSPITAL,4700 LAS VEGAS BLVD N, ,NELLIS AFB,NV,891916600, ,Military/U.S. Coast Guard Outpatient,Military and U.S. Coast Guard Ambulatory Procedure,Military Hospital,Military/U.S. Coast Guard Pharmacy, , , , , , , , , , , 
0.40000,1003889395,LAS VEGAS OPHTHALMOLOGY ASC LLC,2575 LINDELL RD, ,LAS VEGAS,NV,891465409,7023677874,Ambulatory Surgical, , , , , , , , , , , , , , 
0.40000,1982677191,LAS VEGAS EAST OPHTHALMOLOGY ASC LLC,3575 PECOS MCLEOD, ,LAS VEGAS,NV,891213803,7027312088,Ambulatory Surgical, , , , , , , , , , , , , , 
0.40000,1366415622,RENO HEART SURGEONS,75 PRINGLE WAY,SUITE 510,RENO,NV,895021464,7757864200,Thoracic Surgery (Cardiothoracic Vascular Surgery), , , , , , , , , , , , , , 
0.40000,1194798231,ROBERTSON & KOENIG LTD,65 N TAYLOR ST, ,FALLON,NV,894062750,7754238024,Optometrist, , , , , , , , , , , , , , 
0.40000,1124091160,SUNRISE ANESTHESIA SERVICES LLC,3196 S MARYLAND PKWY,SUITE 101,LAS VEGAS,NV,89109,7027318099,Anesthesiology, , , , , , , , , , , , , , 
0.40000,1982678462,BELMONT W. ANDERSON DPM LTD,1416 S JONES BLVD, ,LAS VEGAS,NV,891461231,7028781400,Podiatrist, , , , , , , , , , , , , , 
0.40000,1962476036,DIAGNOSTIC CENTER OF MEDICINE,3012 S DURANGO DR,SUITE 2,LAS VEGAS,NV,891179186,7023661655,Clinical Medical Laboratory, , , , , , , , , , , , , , 
0.40000,1942274782,BETTER BREATHING NEVADA,434 S ROCK BLVD, ,SPARKS,NV,894315547,7753591944,Durable Medical Equipment & Medical Supplies, , , , , , , , , , , , , , 
0.40000,1518931385,SUNRISE PHYSICIAN SERVICES LLC,3196 S MARYLAND PKWY,SUITE 101,LAS VEGAS,NV,89109,7027318099,Neurology, , , , , , , , , , , , , , 
0.40000,1629043047,PRECISION ORTHOTICS & PROSTHETICS,8915 S PECOS RD,SUITE 18A,HENDERSON,NV,890747149,7022935502,Durable Medical Equipment & Medical Supplies, , , , , , , , , , , , , , 
0.40000,1255306270,UHS SPRING MOUNTAIN INC,7000 SPRING MOUNTAIN RD, ,LAS VEGAS,NV,891173816,7028732400,Psychiatric Hospital,Psychiatric Residential Treatment Facility, , , , , , , , , , , , , 
0.40000,1992770820,SUNRISE TRAUMA SERVICES LLC,3196 S MARYLAND PKWY,SUITE 101,LAS VEGAS,NV,89109,7027318099,Orthopaedic Surgery,Surgery,Surgical Critical Care, , , , , , , , , , , , 
0.40000,1417924366,ZOLTAN HORVATH MD PC,3230 E FLAMINGO RD,334,LAS VEGAS,NV,891214320,7024548236,General Acute Care Hospital, , , , , , , , , , , , , , 
0.40000,1780651646,CHARLES WILLIAMS MD PC,3230 E FLAMINGO RD,334,LAS VEGAS,NV,891214320,7024548236,General Acute Care Hospital, , , , , , , , , , , , , , 
